Car Model,Acceleration,Number of Cylinders,Origin,Curb Weight,Horsepower_bin,MPG_bin,Engine_Displacement_bin,Weight_bin
Ford,8.750851378,8,Germany,3136.09318,250-300,40-50,4-5,3500-4000
Ford,11.25573092,6,USA,2874.306779,250-300,25-30,2-3,4000-4500
Toyota,10.25705303,8,Germany,3141.117459,>350,25-30,<2,3500-4000
Toyota,17.88220872,8,Germany,3182.210032,200-250,35-40,4-5,>5000
Chevrolet,6.898166881,4,Germany,2944.565807,200-250,40-50,2-3,3500-4000
Nissan,13.48467324,8,USA,3993.527634,200-250,40-50,3-4,>5000
Ford,7.130924142,6,Japan,3651.439028,300-350,40-50,<2,>5000
Mercedes,15.57193754,8,Germany,3538.68248,200-250,25-30,2-3,3500-4000
Chevrolet,18.57617192,8,Germany,3782.300477,>350,25-30,<2,2500-3000
Ford,11.51911481,8,Germany,3499.628794,200-250,35-40,5-6,3500-4000
Toyota,12.3213839,6,USA,3686.470515,>350,15-20,2-3,>5000
Nissan,18.91134255,8,Japan,3118.788467,100-150,<15,3-4,2500-3000
Honda,12.81487083,6,USA,3250.557655,>350,20-25,<2,4000-4500
Nissan,12.31397657,8,Germany,2570.494575,>350,20-25,4-5,>5000
BMW,13.67493654,4,USA,2920.969587,150-200,20-25,2-3,3000-3500
Mercedes,15.33844605,4,Germany,3052.018614,>350,15-20,5-6,4500-5000
Mercedes,6.603250626,4,Germany,3438.205338,250-300,<15,5-6,2500-3000
Mercedes,17.31665792,6,USA,3196.316927,>350,<15,2-3,2000-2500
Honda,11.53257541,6,Germany,3411.757394,>350,40-50,5-6,>5000
Audi,6.085227648,6,Germany,3569.991002,200-250,25-30,5-6,2000-2500
Audi,16.79274004,8,Japan,2564.078002,150-200,25-30,4-5,3000-3500
Chevrolet,10.65424958,6,USA,2887.416621,200-250,35-40,4-5,>5000
Honda,6.505512426,6,USA,2756.355809,100-150,15-20,2-3,3000-3500
Honda,14.50668559,6,Germany,2781.182679,150-200,40-50,3-4,>5000
Chevrolet,18.2019703,6,Germany,3254.688093,100-150,40-50,<2,>5000
Nissan,18.31630264,4,USA,3609.968165,250-300,<15,<2,3000-3500
Chevrolet,19.36495212,8,USA,2909.165551,>350,25-30,5-6,2000-2500
BMW,18.0155819,4,USA,3736.673857,150-200,40-50,2-3,4500-5000
Toyota,5.03211379,8,Germany,3838.684776,150-200,40-50,4-5,3500-4000
Audi,10.7036175,8,Japan,3025.800808,>350,25-30,4-5,2000-2500
Toyota,17.2781387,4,Japan,3522.034808,150-200,30-35,4-5,4500-5000
Audi,10.49379509,6,Germany,2675.573941,100-150,15-20,5-6,2000-2500
Honda,14.0232276,4,Germany,3616.042428,150-200,40-50,2-3,>5000
Mercedes,14.09475421,8,Germany,2747.535813,>350,15-20,<2,2500-3000
Chevrolet,10.47537956,8,USA,3531.123706,>350,40-50,3-4,2500-3000
Chevrolet,18.56710891,6,Germany,3132.850005,200-250,35-40,2-3,2500-3000
Chevrolet,12.54842518,4,USA,3892.684482,>350,30-35,<2,>5000
Mercedes,11.97176309,8,Japan,3196.690873,300-350,30-35,2-3,4500-5000
BMW,19.96270618,4,Germany,2546.354226,>350,15-20,4-5,>5000
BMW,12.40250546,6,Germany,3221.003554,>350,15-20,3-4,3500-4000
Mercedes,7.675973779,6,USA,3693.248116,>350,15-20,2-3,3000-3500
Nissan,12.69604134,8,USA,3470.626496,200-250,15-20,4-5,2500-3000
Mercedes,17.21025103,6,USA,3949.472795,100-150,40-50,2-3,3500-4000
Ford,16.6529049,8,Japan,3764.908735,250-300,20-25,<2,4000-4500
Audi,16.82872648,8,Japan,3289.827494,>350,<15,4-5,4500-5000
Ford,15.62035676,6,Germany,2809.780848,300-350,40-50,3-4,3000-3500
Ford,8.813267436,6,Germany,2505.661945,>350,40-50,4-5,>5000
Mercedes,17.93126129,4,USA,3970.753596,>350,40-50,<2,2500-3000
Audi,18.40165198,4,Japan,3907.479547,150-200,40-50,4-5,>5000
Nissan,7.912290449,8,Germany,2911.215991,>350,15-20,3-4,2000-2500
Chevrolet,6.956834548,4,USA,3457.323679,>350,25-30,3-4,3500-4000
Ford,19.63407453,8,USA,3593.859344,>350,40-50,3-4,3000-3500
Mercedes,18.02485945,6,Japan,3367.020192,>350,35-40,4-5,3500-4000
Chevrolet,18.39854221,6,Japan,3764.442512,>350,15-20,3-4,4000-4500
Mercedes,18.29564577,4,Germany,2616.736973,150-200,40-50,3-4,3500-4000
Honda,13.12530236,8,Germany,3844.741051,>350,15-20,5-6,3500-4000
Ford,14.69602605,8,USA,3088.028517,100-150,15-20,4-5,4500-5000
Honda,13.18044278,4,USA,3221.035032,>350,30-35,3-4,4500-5000
Nissan,5.768095238,8,USA,3167.100476,>350,30-35,4-5,>5000
Toyota,16.18254628,8,Germany,3296.929334,250-300,30-35,3-4,2500-3000
BMW,12.5799805,6,Japan,3397.252708,>350,<15,2-3,4000-4500
Audi,14.71563612,8,Germany,3565.515149,250-300,40-50,3-4,4000-4500
Mercedes,12.53959707,8,Japan,3287.410509,250-300,20-25,5-6,3000-3500
Nissan,12.37716983,8,Germany,3527.159884,200-250,15-20,5-6,3500-4000
Nissan,7.576836642,4,Germany,3007.446165,>350,40-50,2-3,3000-3500
Nissan,9.180705727,4,Japan,3905.021305,>350,40-50,3-4,2500-3000
Ford,7.382790379,4,Germany,2596.79653,>350,40-50,2-3,2500-3000
Honda,7.934994434,8,Germany,3318.310913,150-200,40-50,5-6,2000-2500
BMW,19.59466071,8,USA,2631.094264,>350,35-40,5-6,4500-5000
Ford,7.296701687,4,Japan,3164.150554,>350,30-35,4-5,4500-5000
Toyota,9.039056365,4,Japan,2886.373536,200-250,<15,4-5,>5000
Audi,13.85884487,8,USA,3905.355174,100-150,25-30,4-5,4500-5000
Audi,14.15267864,8,Japan,2519.61308,200-250,20-25,3-4,2000-2500
BMW,7.309611946,6,USA,3086.805447,>350,20-25,<2,>5000
Audi,16.90576139,4,Japan,3673.064125,>350,35-40,3-4,>5000
Audi,16.77804302,8,Japan,2782.692119,>350,25-30,4-5,3500-4000
Nissan,8.559765563,4,Japan,3723.382307,200-250,<15,4-5,4000-4500
Chevrolet,9.32999454,4,Japan,3789.587632,>350,15-20,2-3,>5000
Toyota,19.06981798,4,USA,3562.004499,100-150,35-40,5-6,4000-4500
Honda,17.38507169,6,USA,2813.603774,250-300,<15,2-3,>5000
Mercedes,15.4669555,8,Japan,2908.057985,>350,40-50,3-4,2000-2500
Toyota,6.233498323,8,Germany,2750.402093,150-200,25-30,4-5,2500-3000
Ford,11.27396121,4,USA,2776.095606,>350,25-30,4-5,3500-4000
Audi,13.38952808,8,Japan,2554.738445,150-200,30-35,4-5,4000-4500
Chevrolet,7.81116932,6,USA,3785.972622,>350,40-50,2-3,>5000
Mercedes,11.72339873,4,Germany,3292.753431,250-300,20-25,2-3,>5000
Ford,14.01538816,6,Germany,2991.638836,300-350,35-40,4-5,3500-4000
BMW,9.910650202,6,Germany,2934.365494,100-150,30-35,3-4,2000-2500
Nissan,16.71417228,8,Japan,3317.044445,100-150,20-25,2-3,>5000
Audi,17.60674372,8,Japan,2990.027233,>350,40-50,4-5,4000-4500
Nissan,9.854142042,6,Germany,3795.576963,200-250,40-50,3-4,2500-3000
Toyota,17.57985732,8,USA,2816.436153,>350,35-40,4-5,3500-4000
Nissan,6.553648492,6,USA,3823.452687,>350,40-50,4-5,4500-5000
Nissan,17.56593648,6,Germany,3496.13868,150-200,40-50,2-3,>5000
BMW,7.291256475,4,Japan,3934.943831,200-250,35-40,<2,3500-4000
Honda,6.243907288,6,USA,2522.660862,>350,40-50,4-5,3000-3500
Honda,14.62663107,6,USA,2588.643349,>350,35-40,3-4,>5000
Ford,12.07906049,8,USA,3251.341891,>350,35-40,4-5,4500-5000
Audi,18.61835901,4,Japan,3868.568245,300-350,30-35,4-5,3500-4000
Ford,10.44783794,8,Germany,3596.192427,>350,40-50,4-5,3000-3500
Honda,9.307283952,4,Japan,3433.203899,150-200,15-20,5-6,4500-5000
Toyota,12.51102359,8,USA,2547.403233,>350,40-50,3-4,2500-3000
Honda,11.83919279,6,Germany,3031.245683,>350,40-50,3-4,2500-3000
Ford,10.16642069,4,Japan,3018.779339,150-200,<15,3-4,4000-4500
Chevrolet,15.40611948,4,Germany,3313.128523,200-250,40-50,2-3,3000-3500
Audi,16.39342751,4,USA,2886.741669,100-150,15-20,3-4,4500-5000
Nissan,17.79475954,4,Japan,2900.733573,200-250,20-25,2-3,2000-2500
BMW,19.59284907,8,Germany,3431.2912,>350,35-40,5-6,4500-5000
Chevrolet,8.999842882,8,Japan,3916.851315,250-300,15-20,3-4,3000-3500
Chevrolet,15.74140224,4,USA,3490.268655,100-150,40-50,3-4,2000-2500
Nissan,10.91387353,4,Germany,3502.195186,200-250,40-50,2-3,2500-3000
Honda,15.15622958,4,USA,3979.32222,>350,30-35,<2,>5000
Mercedes,12.13972536,8,Germany,2730.217251,>350,<15,<2,>5000
Audi,19.90659654,4,USA,2550.752161,250-300,20-25,3-4,2500-3000
Toyota,15.93353204,4,USA,3618.270926,150-200,30-35,<2,>5000
Chevrolet,19.28736951,4,Japan,3158.18115,>350,40-50,3-4,4000-4500
Toyota,17.52454324,8,USA,3143.235032,>350,35-40,5-6,>5000
BMW,18.54351517,6,Japan,2837.955065,200-250,20-25,5-6,3000-3500
BMW,17.21628796,6,USA,3260.294561,100-150,35-40,4-5,4500-5000
BMW,11.88738696,8,USA,3163.258516,100-150,30-35,2-3,2000-2500
Ford,8.7768268,6,USA,3018.175012,100-150,40-50,4-5,3500-4000
Chevrolet,10.55480263,4,Germany,3164.117739,300-350,<15,5-6,>5000
BMW,5.30354349,4,Japan,3075.752156,>350,40-50,2-3,4000-4500
Ford,12.85989751,8,Germany,3909.844537,250-300,30-35,4-5,3000-3500
BMW,12.575867,8,Japan,3970.377486,>350,40-50,2-3,2000-2500
Honda,12.87875697,6,USA,3759.851399,250-300,20-25,4-5,4500-5000
Chevrolet,19.61046837,6,Germany,3985.621137,>350,35-40,5-6,4500-5000
Ford,18.67181005,4,Japan,2898.579144,>350,40-50,<2,3000-3500
BMW,7.425691675,8,USA,3764.387665,150-200,<15,5-6,>5000
Audi,10.53323782,6,Japan,3109.943518,200-250,40-50,3-4,2000-2500
Ford,11.35934269,6,Japan,3619.204597,>350,35-40,5-6,3000-3500
BMW,10.40799377,4,USA,2802.088961,100-150,<15,3-4,>5000
Honda,16.97743945,4,Germany,3717.934135,200-250,20-25,4-5,3000-3500
Toyota,12.86056505,4,USA,2625.196639,300-350,35-40,<2,3000-3500
Mercedes,13.58149725,4,Germany,2905.83656,>350,<15,2-3,4000-4500
BMW,17.79520338,6,Japan,3732.928925,250-300,30-35,<2,>5000
Toyota,17.0889223,8,Japan,3620.738833,>350,20-25,5-6,2000-2500
Chevrolet,6.983172842,8,Japan,3251.870132,250-300,30-35,4-5,>5000
Honda,15.70871876,4,Germany,3509.189161,>350,<15,4-5,>5000
Audi,11.53154193,4,USA,2778.361037,300-350,40-50,5-6,2500-3000
Chevrolet,9.419733546,6,Germany,3501.645434,>350,40-50,<2,4500-5000
Audi,5.750282314,4,Japan,2511.964251,250-300,40-50,3-4,3500-4000
Toyota,12.30874341,8,Japan,3749.823801,300-350,35-40,<2,3500-4000
Honda,10.33155021,4,USA,3274.431412,>350,15-20,2-3,>5000
Nissan,8.772695595,8,Germany,3915.817677,250-300,40-50,2-3,>5000
Honda,15.42007594,4,Japan,3217.246401,150-200,<15,3-4,2500-3000
Honda,16.54228081,4,Germany,3149.630923,100-150,<15,2-3,3500-4000
Audi,8.671842785,8,Germany,3175.079219,100-150,20-25,<2,3500-4000
Nissan,5.74171155,6,USA,3039.59293,>350,25-30,2-3,3500-4000
Ford,17.73129051,6,USA,2750.012626,150-200,40-50,2-3,3000-3500
Ford,5.149396118,4,Japan,3763.09409,150-200,35-40,5-6,2000-2500
Ford,19.05668741,4,USA,3083.628112,>350,25-30,4-5,4500-5000
Toyota,14.41429811,8,Germany,3293.662642,200-250,20-25,5-6,3500-4000
Honda,9.827699528,8,USA,2529.830375,300-350,40-50,3-4,2500-3000
BMW,8.697168644,4,Germany,2590.380809,150-200,25-30,2-3,>5000
Nissan,5.135084964,8,Japan,3395.774844,>350,25-30,4-5,>5000
BMW,8.532071255,6,Germany,3818.842124,>350,15-20,2-3,3500-4000
Toyota,7.065924523,6,USA,3240.093742,>350,40-50,2-3,3000-3500
Nissan,14.18249331,8,USA,2747.461871,250-300,35-40,2-3,4500-5000
BMW,7.498183829,8,Japan,2674.190972,>350,15-20,2-3,3000-3500
Mercedes,12.92944756,8,USA,3849.682002,150-200,<15,2-3,2500-3000
Audi,13.85174634,6,Japan,3552.456781,100-150,35-40,2-3,4500-5000
Toyota,9.470625475,4,Japan,3949.293332,100-150,35-40,4-5,2000-2500
Toyota,5.525974235,8,USA,2623.522932,300-350,20-25,<2,2000-2500
Mercedes,5.558808209,8,Germany,3853.919283,250-300,40-50,2-3,2000-2500
Toyota,5.395209983,8,Japan,3768.448469,300-350,15-20,4-5,2500-3000
Nissan,16.08687001,4,Germany,3839.777774,100-150,25-30,2-3,2000-2500
BMW,9.770145572,8,USA,2508.644435,250-300,40-50,2-3,>5000
BMW,16.94450279,8,Germany,3612.855221,>350,25-30,4-5,3000-3500
Chevrolet,11.47599236,6,Germany,3323.407171,250-300,35-40,2-3,2500-3000
Toyota,11.79497151,8,Germany,3359.769151,>350,25-30,<2,2500-3000
Ford,12.69323904,6,Germany,3203.802981,150-200,20-25,3-4,>5000
Honda,15.69547185,4,USA,3614.015377,>350,40-50,2-3,4000-4500
Audi,9.102542987,8,USA,3999.758936,300-350,25-30,3-4,3000-3500
Audi,6.823810243,8,Germany,3565.807539,150-200,40-50,4-5,>5000
Chevrolet,13.34086003,6,USA,3517.075624,150-200,15-20,2-3,3500-4000
Chevrolet,9.904664349,4,USA,3481.656574,>350,15-20,3-4,3000-3500
Nissan,11.63736971,4,Japan,3542.817505,>350,<15,3-4,2500-3000
Chevrolet,14.70420063,6,USA,3013.168701,250-300,35-40,2-3,3500-4000
BMW,12.41188612,4,Germany,2980.329615,200-250,20-25,3-4,3000-3500
Nissan,14.30418226,4,USA,3676.506967,>350,40-50,2-3,4500-5000
Nissan,13.16300003,4,USA,2579.632026,>350,25-30,3-4,3000-3500
Audi,16.09694558,4,USA,3638.871607,250-300,40-50,<2,4000-4500
Audi,15.58904927,4,USA,3720.762378,250-300,15-20,3-4,2000-2500
Ford,13.01284838,4,Japan,3282.396939,150-200,40-50,2-3,2500-3000
Toyota,15.18354531,4,Germany,3865.222143,>350,40-50,4-5,3500-4000
Mercedes,18.10339403,4,Germany,3209.631156,200-250,40-50,<2,>5000
Mercedes,11.48406932,8,USA,2767.130002,>350,40-50,3-4,3500-4000
Chevrolet,11.19144609,6,USA,3042.097973,250-300,40-50,3-4,4500-5000
Toyota,16.46368431,4,Japan,3858.801259,250-300,35-40,4-5,3000-3500
Toyota,13.73830756,6,USA,3990.607432,300-350,15-20,3-4,2500-3000
Toyota,6.065101703,4,Japan,3132.78095,>350,<15,4-5,2000-2500
Nissan,18.38168024,4,Germany,2750.269818,>350,40-50,4-5,3000-3500
Toyota,5.461746534,8,Germany,2929.49392,250-300,30-35,4-5,2500-3000
Chevrolet,16.22594534,6,Japan,3329.944514,>350,40-50,2-3,2500-3000
Nissan,16.38191214,6,Germany,3358.143877,300-350,25-30,3-4,>5000
Chevrolet,19.29666628,8,USA,3445.08911,250-300,<15,4-5,2000-2500
Nissan,5.812016126,8,USA,3753.030059,150-200,15-20,5-6,4000-4500
Mercedes,13.95285291,6,Japan,3566.821228,250-300,35-40,5-6,3500-4000
Honda,11.41760856,4,Germany,2891.26034,150-200,25-30,2-3,4000-4500
Honda,9.959494323,4,Germany,3092.566091,>350,15-20,2-3,4000-4500
Mercedes,6.354778404,6,Japan,3759.724876,200-250,25-30,3-4,3000-3500
Honda,13.4398118,4,Japan,3450.074006,>350,<15,4-5,3000-3500
Honda,12.18561089,8,Germany,2749.627072,300-350,30-35,3-4,4500-5000
Mercedes,6.568316872,8,Japan,2988.308206,>350,20-25,3-4,>5000
Nissan,14.18734261,8,USA,3686.636369,300-350,40-50,4-5,2500-3000
Toyota,16.0692968,6,Germany,2758.141185,150-200,20-25,2-3,2000-2500
Mercedes,16.50917452,6,Japan,3536.575979,250-300,25-30,4-5,>5000
Ford,18.58059782,6,Japan,3345.304804,100-150,<15,3-4,3000-3500
Audi,11.14206113,4,Japan,2721.21236,300-350,<15,2-3,4000-4500
BMW,19.29609153,6,Germany,3533.318386,250-300,25-30,3-4,3000-3500
Ford,17.98144108,6,USA,2713.523456,>350,25-30,4-5,2500-3000
Honda,9.447523565,8,USA,3097.653369,150-200,30-35,2-3,4000-4500
Toyota,7.38924556,4,Germany,2962.839887,150-200,20-25,2-3,4000-4500
Chevrolet,11.53084094,4,Japan,3535.014929,250-300,35-40,5-6,2500-3000
Toyota,11.02848062,8,Germany,3673.543535,>350,40-50,2-3,3500-4000
Chevrolet,13.63578958,4,Germany,2752.474873,>350,40-50,3-4,>5000
Ford,13.75079348,6,Japan,3717.995114,250-300,<15,3-4,4000-4500
Toyota,16.24980477,4,Germany,2510.821084,300-350,25-30,3-4,2000-2500
Toyota,12.64834922,8,USA,3295.087821,100-150,<15,4-5,4000-4500
BMW,6.572339614,4,Germany,3275.183335,>350,15-20,2-3,4500-5000
Mercedes,17.87437003,8,Japan,3435.732146,>350,40-50,3-4,>5000
Ford,9.646468748,6,Germany,2859.550796,200-250,15-20,2-3,4500-5000
Toyota,19.5694619,6,USA,2514.785245,300-350,25-30,4-5,2500-3000
Chevrolet,6.76790163,8,Germany,3182.144374,100-150,30-35,2-3,4500-5000
Audi,19.37376758,6,Germany,2607.109317,>350,35-40,3-4,4500-5000
Toyota,6.365177103,6,Germany,3838.29083,150-200,30-35,2-3,2000-2500
Chevrolet,8.465542069,4,Germany,2760.499489,>350,<15,2-3,3500-4000
Honda,5.698699131,6,Japan,3137.849451,150-200,20-25,2-3,3000-3500
Toyota,15.5766972,8,USA,3151.000585,>350,30-35,2-3,4500-5000
Chevrolet,17.75448105,6,USA,3329.296972,>350,<15,4-5,2500-3000
Audi,11.51106623,4,USA,3673.798523,>350,20-25,2-3,4000-4500
Ford,18.92783113,8,Germany,3208.222226,300-350,<15,5-6,>5000
Honda,13.85448608,6,USA,2538.629901,>350,<15,5-6,>5000
Toyota,14.45010703,6,Japan,3656.665617,100-150,25-30,3-4,>5000
BMW,17.68128803,6,Germany,2623.259972,200-250,15-20,2-3,>5000
Chevrolet,9.452003076,8,Germany,3462.329938,150-200,30-35,2-3,2000-2500
Audi,10.31398582,4,USA,3705.144263,>350,35-40,4-5,4000-4500
BMW,18.58927879,8,Germany,2924.035259,250-300,40-50,2-3,3500-4000
Toyota,18.51445244,8,Germany,3173.659723,>350,15-20,<2,>5000
Chevrolet,19.64724164,4,USA,2521.503763,>350,15-20,3-4,3000-3500
Toyota,18.52757475,8,Japan,3705.812799,150-200,<15,4-5,>5000
Honda,6.910580541,8,Japan,3554.891635,150-200,35-40,4-5,4000-4500
Audi,17.35586429,6,USA,2847.081092,200-250,35-40,2-3,>5000
Audi,11.14757717,8,Japan,3085.339297,250-300,<15,4-5,2000-2500
Honda,19.86202034,6,Japan,3542.974753,150-200,40-50,2-3,2500-3000
Toyota,12.08421446,8,Japan,3037.244683,100-150,<15,2-3,>5000
Toyota,13.30754124,6,Germany,2743.622163,>350,30-35,4-5,2000-2500
Nissan,12.94662373,6,Germany,3277.758293,>350,35-40,2-3,>5000
Toyota,9.826055448,6,Germany,3585.351355,200-250,40-50,2-3,2000-2500
Audi,6.125331333,4,Japan,2981.214261,200-250,35-40,<2,4500-5000
Toyota,18.43476846,8,Germany,2682.658407,100-150,40-50,4-5,3000-3500
BMW,17.04013719,8,Japan,3744.316243,>350,20-25,4-5,4000-4500
BMW,7.092901708,8,USA,2879.2028,>350,40-50,4-5,4500-5000
Honda,16.65152407,4,Japan,3269.222431,150-200,<15,4-5,3000-3500
BMW,14.38769999,6,Germany,3537.014724,150-200,40-50,2-3,2000-2500
Toyota,11.13715682,8,Japan,2975.612801,>350,30-35,3-4,2000-2500
Ford,8.810317236,4,Germany,3472.954806,300-350,40-50,2-3,4000-4500
Mercedes,17.89593175,4,Germany,3189.56426,100-150,25-30,<2,4000-4500
Toyota,15.50282389,8,USA,3355.654983,300-350,35-40,3-4,4500-5000
Mercedes,13.21609864,6,USA,3385.864155,200-250,30-35,5-6,4000-4500
Audi,14.14352801,4,Germany,3736.22603,200-250,35-40,<2,3500-4000
Nissan,6.365992731,8,Japan,3484.48941,>350,<15,2-3,3500-4000
Chevrolet,12.10879641,6,USA,2896.460038,>350,<15,2-3,2000-2500
Audi,7.905504392,4,USA,2589.406512,250-300,15-20,2-3,3000-3500
Mercedes,8.125755185,4,Germany,2502.978316,>350,15-20,5-6,>5000
Honda,14.91955943,8,Japan,3856.626077,250-300,40-50,3-4,>5000
BMW,18.66884228,8,USA,3913.165078,>350,15-20,3-4,3000-3500
Ford,11.05634916,6,USA,2641.167231,250-300,40-50,4-5,4000-4500
Audi,8.116239095,8,Japan,3230.580427,>350,20-25,2-3,>5000
Chevrolet,14.73120406,8,USA,2727.392805,>350,15-20,3-4,3500-4000
Ford,18.0678057,6,Japan,3923.12363,100-150,40-50,3-4,2000-2500
Honda,16.22478202,8,Germany,2870.248775,>350,35-40,3-4,2000-2500
BMW,18.03135846,6,USA,3252.470643,>350,25-30,5-6,4000-4500
Nissan,13.04832007,6,Germany,2748.430288,>350,30-35,4-5,>5000
Mercedes,16.27814367,6,Japan,2999.141627,150-200,35-40,3-4,4500-5000
Audi,7.10096839,8,Germany,2900.209541,>350,15-20,4-5,2000-2500
Audi,10.22411923,6,Germany,3213.139064,>350,40-50,2-3,2500-3000
Audi,10.84323747,8,Germany,3129.672943,200-250,40-50,<2,>5000
Mercedes,12.66943619,6,Japan,2996.196692,>350,35-40,2-3,>5000
Honda,18.9361454,8,Japan,2658.816426,100-150,15-20,2-3,4000-4500
Ford,18.1144484,6,Japan,3226.730533,150-200,35-40,3-4,4500-5000
Ford,7.017882384,4,Japan,3775.312027,300-350,<15,3-4,2000-2500
Honda,7.591844778,4,Japan,3595.335005,300-350,<15,5-6,>5000
Audi,10.36460824,4,USA,3580.862326,>350,20-25,3-4,>5000
Toyota,9.361157988,6,USA,3049.137605,100-150,25-30,3-4,3000-3500
Honda,14.2215643,8,USA,3562.628621,>350,40-50,<2,4500-5000
BMW,18.54164072,6,Germany,3198.297222,100-150,35-40,<2,2500-3000
BMW,19.43437313,6,Germany,2725.414136,150-200,35-40,3-4,2000-2500
Nissan,14.80404429,6,Japan,3128.574625,100-150,25-30,3-4,2500-3000
Honda,17.57238802,6,Japan,2699.107947,300-350,20-25,4-5,2500-3000
Chevrolet,12.878033,8,USA,2671.724228,>350,20-25,2-3,3000-3500
Mercedes,8.124904203,6,Japan,2534.588963,>350,40-50,<2,3500-4000
Mercedes,12.87032618,4,Germany,2924.281451,>350,<15,3-4,4000-4500
BMW,13.32623902,4,Japan,2996.312176,100-150,40-50,2-3,3500-4000
BMW,16.13686346,4,USA,3549.165569,300-350,30-35,<2,3000-3500
BMW,8.298244846,6,Japan,3307.007177,250-300,25-30,4-5,2000-2500
Toyota,10.52465573,8,Germany,3787.674568,250-300,35-40,<2,4000-4500
Chevrolet,10.46041204,8,USA,2764.70594,100-150,25-30,3-4,3500-4000
Audi,19.39159394,8,Japan,2898.934969,>350,40-50,2-3,3000-3500
Audi,11.6591744,6,Germany,3911.614167,300-350,40-50,2-3,>5000
Honda,16.32640951,8,USA,3166.067872,>350,25-30,3-4,4500-5000
Toyota,16.26217072,4,USA,3683.576415,250-300,20-25,4-5,>5000
BMW,8.983162772,8,Germany,3238.251473,150-200,30-35,3-4,3500-4000
Audi,13.57804534,6,Japan,3206.628486,>350,40-50,4-5,2500-3000
Chevrolet,18.4145434,6,Japan,2722.174432,150-200,15-20,2-3,4500-5000
Audi,12.12796579,8,Japan,3776.799416,>350,30-35,4-5,2500-3000
Mercedes,19.17676261,6,USA,2617.532921,300-350,35-40,2-3,3500-4000
Chevrolet,8.21687344,8,USA,2965.391642,150-200,35-40,4-5,2000-2500
Toyota,6.112386587,8,Japan,3510.202108,>350,15-20,3-4,>5000
Audi,18.3718081,4,USA,3260.886326,300-350,35-40,5-6,2500-3000
BMW,17.71521797,6,USA,3822.06749,100-150,40-50,3-4,>5000
Toyota,19.88884814,4,Germany,2558.946929,>350,15-20,<2,>5000
Mercedes,15.19090232,6,Japan,3474.111279,200-250,15-20,<2,3500-4000
Ford,19.0503189,8,Japan,3216.198206,>350,40-50,4-5,4500-5000
BMW,17.40423538,6,Japan,2731.467735,>350,15-20,3-4,4000-4500
Toyota,17.666395,8,USA,3614.877861,>350,40-50,4-5,>5000
Honda,13.53712356,6,USA,3116.960283,300-350,25-30,2-3,3500-4000
Audi,10.73546897,4,USA,3297.372856,250-300,15-20,2-3,>5000
BMW,19.01837109,4,Japan,3950.8991,>350,40-50,<2,3500-4000
Nissan,11.48175763,8,USA,3229.345122,150-200,25-30,5-6,>5000
BMW,13.08229051,4,Japan,3735.059298,300-350,30-35,4-5,3500-4000
Ford,11.69171461,8,USA,3654.366285,300-350,20-25,5-6,3500-4000
Toyota,13.47227471,8,Japan,3494.131887,100-150,30-35,2-3,>5000
Mercedes,12.05757618,8,Germany,3845.218215,250-300,15-20,3-4,>5000
Nissan,5.719513379,6,USA,2877.40247,>350,25-30,4-5,4000-4500
Ford,18.23072279,8,Japan,3731.156847,>350,40-50,2-3,2500-3000
Honda,11.66590728,4,Germany,3066.681233,100-150,20-25,4-5,3500-4000
Mercedes,13.83415473,6,Germany,3718.736335,100-150,35-40,5-6,>5000
Mercedes,7.087817041,4,USA,3240.683027,200-250,20-25,5-6,>5000
BMW,5.05081772,8,Japan,3786.563879,>350,40-50,4-5,>5000
Audi,8.679351405,8,USA,3842.265307,150-200,15-20,2-3,2000-2500
Nissan,15.56879048,4,Germany,3396.465814,>350,40-50,2-3,3500-4000
Audi,6.487917952,6,USA,3261.440435,100-150,25-30,5-6,4500-5000
Mercedes,18.63331161,4,Japan,3674.920215,300-350,15-20,<2,>5000
Toyota,8.22533854,8,Germany,2900.479305,200-250,<15,4-5,2000-2500
Toyota,8.068904214,6,USA,2523.023022,>350,15-20,4-5,>5000
Honda,7.722619424,8,USA,3110.641874,150-200,30-35,3-4,4000-4500
Ford,5.209725695,8,USA,3261.661199,>350,20-25,5-6,2500-3000
Nissan,16.57708203,4,USA,2945.894079,150-200,40-50,2-3,3000-3500
Honda,18.12551797,8,USA,3075.042823,>350,25-30,2-3,3000-3500
Ford,14.21244054,4,Germany,2699.587349,>350,15-20,<2,4000-4500
Chevrolet,7.822999725,6,Germany,2915.934855,150-200,30-35,3-4,2000-2500
Chevrolet,9.279169954,8,Japan,2860.143022,>350,35-40,2-3,2500-3000
Ford,12.13890046,8,USA,2951.480281,300-350,15-20,2-3,>5000
Toyota,19.31518927,6,Japan,2948.581166,150-200,15-20,4-5,2500-3000
Toyota,8.710270577,4,Germany,3338.452557,250-300,<15,5-6,2500-3000
Chevrolet,15.97468856,8,USA,2875.89541,150-200,35-40,2-3,3500-4000
Mercedes,11.59172335,6,Japan,3911.441895,>350,35-40,2-3,4000-4500
Toyota,9.467710225,8,USA,3266.912246,>350,25-30,5-6,>5000
Audi,11.83873906,4,USA,2693.44901,100-150,40-50,<2,3500-4000
Mercedes,6.068100763,4,Japan,2919.409406,300-350,40-50,<2,>5000
Toyota,16.98031056,4,Germany,3594.636244,>350,30-35,2-3,4000-4500
