Company Name,Stock Price,Market Capitalization,Earnings per Share (EPS),Price-to-Earnings Ratio (P/E Ratio),Dividend Yield,Beta,Debt-to-Equity Ratio
Company 891,158.3400398,626608087.1,6.763612096,18.13295661,0.015721705,1.58663351,0.316596348
Company 892,178.3544702,489408934,8.261069428,6.651382696,0.029048429,1.105716508,0.677190724
Company 893,174.5329797,402377021.9,4.030222406,29.31420589,0.036494456,0.822116754,0.48403894
Company 894,109.5775294,993854540.5,1.64753801,14.00149755,0.020546645,1.033952586,0.978269486
Company 895,150.2127705,880434447.4,7.405714379,16.94668387,0.03146096,0.926156224,0.874103796
Company 896,80.74764431,623782552.2,3.668697601,13.88209936,0.034965646,0.764133932,0.359070779
Company 897,93.97215954,569807983.8,6.74558117,22.06279325,0.035556091,1.61499937,0.045486541
Company 898,184.4503728,621039819.3,2.779375026,21.55580396,0.002598305,0.87810483,0.8456263
Company 899,51.95028853,202110795.7,0.904173385,22.88305776,0.04298739,1.181251205,0.91123431
Company 900,62.82627963,395742605.5,9.926559775,11.70358074,0.022912666,1.07878917,0.820627393
Company 901,81.18293827,40420073.36,1.646394929,12.89171203,0.013120804,1.973116068,0.127949941
Company 902,53.97983058,476070491.4,9.88536784,8.131280777,0.012088225,1.086638366,0.997915134
Company 903,77.21531526,543481559.4,9.775071332,21.3877493,0.024150706,0.619973724,0.258584222
Company 904,137.4562341,228521986.4,7.958799229,5.994928183,0.044341577,0.634738629,0.724204913
Company 905,113.2136826,964064818.3,6.628287325,19.94205839,0.018917379,1.386130582,0.908034876
Company 906,183.9007567,909545156.3,5.820289797,26.74239712,0.037486287,1.399045328,0.235687114
Company 907,172.6165343,722421092.2,8.674405299,27.27080371,0.004840937,1.128138486,0.908258555
Company 908,101.2726028,533853242.1,2.965451264,16.22594401,0.023802835,1.147765538,0.309481579
Company 909,88.91351501,870099190.5,4.730044004,16.48259221,0.049584307,0.580898874,0.976413222
Company 910,106.9538612,131521691.5,6.231960697,6.924229575,0.03852189,1.274819766,0.28126002
Company 911,138.5442414,790719284.5,4.170785711,21.76912564,0.010526424,1.257109213,0.953435825
Company 912,90.20954612,125695993.2,4.332115895,25.53148551,0.025072074,0.724323978,0.053544651
Company 913,143.6223362,794416451.9,3.369818208,11.11637637,0.011681238,0.655759079,0.709272012
Company 914,111.4117478,276491800.7,5.685894985,15.53252204,0.020478046,0.685358736,0.532111134
Company 915,132.8070771,877213490.4,8.520687827,25.97098342,0.039004201,0.65154237,0.477877077
Company 916,115.4189794,944098051.7,2.095130942,26.92801169,0.038561241,1.414562293,0.223494314
Company 917,94.16986393,149647173.4,9.350887084,11.07949951,0.011405019,0.794723979,0.70559579
Company 918,192.267996,463212929.5,6.921967772,18.76426586,0.046111166,0.877145228,0.190809491
Company 919,164.5408691,981006390.8,8.250404806,9.812328766,0.029628409,0.760358216,0.552841796
Company 920,71.01697636,483924028.5,5.606287857,7.546969103,0.018996215,1.936752957,0.253245363
Company 921,180.2701964,863683975,7.817215344,27.77801253,0.025096779,1.781926195,0.95562138
Company 922,123.1146797,589142790.6,0.260383934,25.51268761,0.030253563,0.845742256,0.028631194
Company 923,184.182834,375954578,8.201966205,24.00087255,0.027994527,0.991349441,0.19972828
Company 924,169.9782884,286497772,0.497374705,6.21915797,0.024320252,0.814839263,0.242310606
Company 925,113.7820257,204019868,8.910142426,26.09321982,0.02524664,1.237813939,0.414067826
Company 926,53.37039625,762036393.2,9.920431198,15.9511019,0.008820596,0.529415799,0.232730242
Company 927,90.30160391,387153966.3,3.011267876,13.55987808,0.040636645,1.507052013,0.49134909
Company 928,131.2451322,511764186.7,2.182153707,18.66190903,0.027088016,1.284737225,0.872465523
Company 929,145.021733,492833154.5,7.677097302,7.283831068,0.006553993,1.847958392,0.712063421
Company 930,88.68315281,577701750.2,2.604960775,23.91616373,0.038307855,0.746589026,0.579961981
Company 931,70.90341111,865711568.5,8.669067593,19.56087692,0.046622199,1.706163869,0.089003178
Company 932,175.2395355,980758604.2,1.118141662,9.664752422,0.047365345,1.687941522,0.693992108
Company 933,197.6603271,408176624.4,1.346956444,9.705804994,0.018450887,0.690771784,0.166414284
Company 934,128.8535273,827691403.2,9.793600395,9.606216289,0.006775844,1.097838836,0.786367386
Company 935,75.75189288,764763266.9,6.771005093,6.425059689,0.025919981,0.755228962,0.250056759
Company 936,90.84609898,573955422.5,8.484183522,19.69496123,0.005630461,0.882080751,0.417048728
Company 937,52.75860148,956091096.5,3.310860836,26.00870444,0.046699371,0.894869262,0.350470202
Company 938,187.144821,201274041,6.79718912,5.43745535,0.009178981,1.334354591,0.858813915
Company 939,67.66266243,110154946.1,5.98299409,6.225116124,0.012638293,1.117116398,0.126544459
Company 940,136.4774713,854108005,6.071186189,19.31925692,0.020331826,1.921599206,0.565644882
Company 941,91.1082831,439710666.8,6.857071349,25.48739213,0.019158223,0.689555213,0.142061609
Company 942,133.1267004,847121885.4,5.796055814,13.16847226,0.039733145,1.960538202,0.704795836
Company 943,147.7130583,893197115,4.347717456,13.74035997,0.022815841,0.84595796,0.905078128
Company 944,174.4612706,63395136.03,2.831634674,19.90866244,0.008538413,1.659310905,0.434607654
Company 945,80.96319076,883581298.2,7.708955176,11.85532223,0.013360495,1.008454889,0.48809226
Company 946,51.6493743,448870736.3,2.340097057,5.665209152,0.025455669,0.714622093,0.927422836
Company 947,70.53284451,510922056.5,6.954307631,23.38071295,0.007372696,1.786833778,0.520991389
Company 948,185.0027963,626965918.6,2.409994944,20.64124782,0.030582784,0.963291349,0.487598438
Company 949,181.0835116,926456224.1,6.290768683,19.51889998,0.028287365,1.488283106,0.578329103
Company 950,139.6119653,20096978.34,7.496074845,23.54210322,0.035735116,1.349665528,0.689229736
Company 951,140.0775291,477366624.8,2.2652675,21.88077094,0.046885231,1.207634464,0.106883375
Company 952,149.7555012,688034320.4,0.693438679,10.1470497,0.045612728,1.243729209,0.821110528
Company 953,76.30569179,722984250.7,1.396640056,13.81202617,0.047303781,1.598356871,0.435505027
Company 954,187.1617919,692839899.1,6.099369976,8.152753542,0.01223578,0.631659371,0.07234851
Company 955,112.8155787,135300694.3,8.509519422,8.246425335,0.006578265,1.502270993,0.786182669
Company 956,107.4707792,300096192.8,0.54546853,21.90489366,0.015113835,1.843718152,0.376949972
Company 957,127.8376558,359356809.9,7.368097465,26.46500267,0.044754259,0.586682296,0.100367495
Company 958,57.04489502,804632770.5,3.479054595,29.0683146,0.048602674,0.710980009,0.63377904
Company 959,74.94250531,279481112.5,4.837430862,20.70867794,0.042966248,1.574947905,0.880131353
Company 960,160.7050425,211494258.9,9.295709543,9.602533084,0.005500886,1.155922472,0.887753509
Company 961,62.41980019,957490571,3.386517897,7.641258636,0.0473714,1.105322931,0.957663475
Company 962,140.4728164,9854421.828,4.706835646,25.32127429,0.021167901,0.705449952,0.86770546
Company 963,86.80236645,997823034.8,0.235455906,19.46891191,0.000465515,1.260155061,0.002140919
Company 964,108.3943421,677144477.6,0.907827328,20.45712553,0.022119687,0.689817967,0.380241166
Company 965,93.30406052,828640830.1,2.660056752,24.53655222,0.002303458,1.214930684,0.81854258
Company 966,103.3509075,295324776.9,0.375737184,22.58193069,0.027193896,1.645422948,0.366253006
Company 967,157.8568858,15300962.39,6.350615728,25.86145632,0.016927701,0.887396537,0.601548506
Company 968,94.56825734,738131649,4.321343732,6.405347636,0.023671747,1.221179252,0.606316947
Company 969,134.960696,834310452.4,5.526637507,23.68801592,0.030658518,1.988023954,0.365025304
Company 970,121.4075603,740735655.8,1.82900714,26.27131893,0.043440055,1.529975635,0.904473927
Company 971,149.5506748,143707437,3.029727091,12.15337606,0.033095079,1.762035157,0.503228345
Company 972,190.5244609,753674494.3,6.671862301,21.01118185,0.021702443,1.12227141,0.464784206
Company 973,159.8858146,769153859.3,9.656496964,12.8540516,0.040971393,1.651791385,0.997513746
Company 974,82.24105679,658881975.2,0.599126059,28.94927666,0.045279107,0.560763759,0.493500364
Company 975,54.67747026,766349816.9,8.914804776,5.835589311,0.005987998,0.684366774,0.178398252
Company 976,89.33960664,846075518.2,5.811123893,19.4948211,0.026596649,0.804605889,0.513069423
Company 977,139.2616896,613990510.1,5.682803711,9.162588676,0.014225598,1.102927887,0.814016736
Company 978,57.71387202,89516109.26,5.052757499,22.80550513,0.00235306,1.768617317,0.776860327
Company 979,124.4549371,488140181.9,0.78700145,9.397257085,0.033427335,1.019399076,0.788581765
Company 980,139.5264273,78571685.34,0.989780832,10.88458155,0.043138539,1.48193179,0.708023784
Company 981,100.1365836,408135488,6.049028856,17.35927028,0.008145133,1.563971442,0.254217829
Company 982,165.6368306,407699382.6,3.475489857,27.87087375,0.040620683,1.379273531,0.862084086
Company 983,65.98973797,66943834.3,9.180953859,10.2928593,0.042669787,1.035862952,0.893443465
Company 984,61.27066726,349471713.4,4.12524632,8.606000528,0.045717022,1.365580013,0.194152697
Company 985,159.2283134,111887100.7,1.518486441,23.9744208,0.013264254,1.013398389,0.130455637
Company 986,124.3236974,808426974.8,7.175716452,17.51548831,0.045197653,0.625810608,0.975604969
Company 987,153.2603595,947740337.9,3.004198872,27.79462781,0.016033138,1.989205967,0.868323964
Company 988,115.2241008,73244158.78,5.302156043,8.665363929,0.027616901,0.69077368,0.893236147
Company 989,86.96030499,955160092.1,7.008544577,21.14819733,0.002525374,0.608522576,0.886376385
Company 990,172.8653477,523054022.7,9.012614701,10.82197865,0.002194054,1.817796124,0.541686824
Company 991,169.9123818,300266112.3,7.942692829,8.919010716,0.036018661,0.952751991,0.646401737
Company 992,154.2044706,77785213.2,6.795974572,22.08573538,0.022223999,1.475445461,0.545362852
Company 993,90.82177058,501123643.8,6.828368506,19.8421155,0.012814619,0.993508594,0.051206349
Company 994,138.5346,794721028.9,9.464653976,23.87068646,0.009520675,1.087181406,0.745503085
Company 995,104.1460845,707379390.8,3.028658565,12.73656441,0.033497675,0.893169458,0.505332033
Company 996,63.737311,51175785.45,0.111009733,16.19929141,2.01E-05,1.014566009,0.647709075
Company 997,187.5970363,73828933.53,2.792350138,15.13679191,0.040294558,1.116050601,0.502639805
Company 998,70.52279464,403470409.4,2.257124658,29.6022366,0.00396248,1.580624104,0.491811322
Company 999,192.5356031,295995203.6,6.652162393,12.30622392,0.009574481,1.267304291,0.171789109
Company 1000,116.9008659,233151938.7,6.373744838,12.37043096,0.01931182,1.915347826,0.278713715
Company 1001,77.76993933,281723494.4,5.975267689,13.86370522,0.024242937,0.562820591,0.158852692
Company 1002,131.2851421,803679260.6,0.260810088,19.11485203,0.017749756,1.254602484,0.195666296
Company 1003,180.9418754,929298825.6,7.314902739,11.30806861,0.016035608,1.376337183,0.97297738
Company 1004,159.833733,405697591.8,3.302951084,27.88224851,0.048195801,1.880295479,0.153113446
Company 1005,170.9841722,906204891.1,6.684054291,11.64213912,0.032078984,0.573737785,0.269270424
Company 1006,148.817505,322174205.5,5.610126442,27.39539329,0.001171648,1.360249377,0.590589658
Company 1007,153.8414847,476960549.4,3.493036162,7.586876591,0.021508795,1.780444893,0.610178576
Company 1008,177.3793477,226802968.8,1.432305044,21.41406756,0.043750435,0.862891592,0.15397413
Company 1009,87.45020133,640835566.1,1.034747087,27.67463796,0.015072809,1.814438523,0.793717426
Company 1010,123.4137445,979002134.1,8.332031498,9.21873596,0.004727817,0.528565114,0.785202868
Company 1011,83.18141627,603889602.9,9.192135667,29.208174,0.037919239,1.598681944,0.237317704
Company 1012,198.1502012,358456270,6.532901663,16.32208401,0.030300692,1.899669832,0.288666303
Company 1013,191.608901,648169628.5,1.123997737,28.64287771,0.028515625,1.485796492,0.937987865
Company 1014,55.91402171,123797757.8,4.080069447,21.92050109,0.002678828,1.158543866,0.825671446
Company 1015,155.8362759,888770421.2,7.316498081,12.53967175,0.00702495,0.567321525,0.697797033
Company 1016,188.7872476,503580866.8,7.820226752,9.707563123,0.03112747,1.88017072,0.082233222
Company 1017,77.08630177,449900392.3,1.270364361,12.59337616,0.010391192,1.205444334,0.418264081
Company 1018,135.1917846,586278923.7,0.100304117,7.325435232,0.025203504,0.543495117,0.559301872
Company 1019,187.3232446,625159078.9,7.150156754,8.596699159,0.027244084,1.534731607,0.187411288
Company 1020,55.09189679,72704030.42,3.630302142,7.616511009,0.01417536,1.22275588,0.448226582
Company 1021,154.6130401,682934604,2.619365183,15.57358859,0.047421258,0.686517976,0.601025877
Company 1022,94.60235111,242689748.6,0.227684951,24.88945941,0.042123205,0.821407714,0.32737668
Company 1023,188.6594293,714238679.9,5.448964127,8.534588855,0.036118675,0.596736021,0.780944819
Company 1024,195.6587368,822712259.6,8.526392281,8.258010829,0.003899693,1.36144031,0.840449582
Company 1025,191.6399734,804154549,9.580553298,21.08572374,0.005306501,1.433044219,0.323609469
Company 1026,121.1321325,552948466.4,5.700875011,9.929574549,0.024639067,1.258613448,0.838657154
Company 1027,179.3063976,520649722.4,5.193167145,7.440250953,0.008035667,1.7256532,0.103576566
Company 1028,176.6824098,143733085.4,0.942058216,9.171214455,0.048913273,1.791513232,0.837729099
Company 1029,97.86507099,775570804.3,5.533840735,28.0932849,0.007926012,1.423436595,0.152750432
Company 1030,174.3373211,272137971.1,3.861792882,25.53678132,0.024373392,0.51913472,0.082927153
Company 1031,55.55114521,497198727.4,6.110639281,13.85161406,0.018206053,1.542844484,0.641775404
Company 1032,139.4404818,284989818.8,3.948390844,21.39551918,0.031969321,1.126998825,0.471937366
Company 1033,84.50132559,134694534.6,2.478961322,18.43189184,0.00645182,1.348336225,0.9078906
Company 1034,68.08503287,629928139.2,1.040156225,21.92810659,0.021515821,1.473620903,0.363189196
Company 1035,61.54298024,55277702.79,3.217692601,22.06677881,0.013735252,1.025354921,0.287152263
Company 1036,154.4433164,748896588.9,1.056783859,20.71835038,0.044387576,1.875647758,0.500734906
Company 1037,100.9812446,318269208.5,1.851279813,11.65253421,0.002029286,0.7009623,0.455946186
Company 1038,158.7150157,1134558.311,9.87462797,5.975160519,0.045686375,1.507267711,0.344428046
Company 1039,59.80345112,511618010.1,4.496625213,16.38916955,0.041649707,0.50653937,0.693741299
Company 1040,97.29355067,47805056.62,5.365530488,27.27434712,0.014878536,1.886976658,0.759561834
Company 1041,130.9236939,276893388.3,8.748823434,19.23743146,0.039464533,0.6687562,0.852983969
Company 1042,168.6084747,707269511,9.956132115,25.80977604,0.001560678,0.642326345,0.972856605
Company 1043,97.81287544,63626932,5.868873049,29.79060857,0.048343278,0.99951145,0.266656192
Company 1044,143.8837065,839499153.9,8.143490828,9.090405103,0.026329747,1.060349429,0.716093482
Company 1045,182.8966622,4816102.736,3.336716141,22.29444098,0.015164051,0.821450108,0.394258235
Company 1046,142.3794782,247577045.3,3.126865179,21.85733934,0.018129161,1.377682491,0.677081972
Company 1047,84.94392121,741163152.1,4.086766838,29.49888618,0.003320268,1.164371147,0.47598169
Company 1048,53.66011723,316953879.6,6.7578219,29.64001835,0.049467476,0.551263384,0.993773103
Company 1049,180.5148311,102790495.7,6.853697724,22.16696529,0.001964597,0.979478093,0.728902136
Company 1050,53.19041163,360873684.9,3.220870403,11.0903698,0.032745356,1.71564937,0.9524913
Company 1051,181.2052509,271122893.1,1.418778249,24.96389595,0.022136796,1.534552302,0.834969549
Company 1052,129.3405701,842869190.3,6.360722939,7.675728355,0.047445811,1.58730628,0.902901011
Company 1053,190.8601548,314034569.7,1.370426036,24.5174826,0.012299987,1.547175386,0.814419197
Company 1054,169.8174854,789143539.3,5.827075831,27.7549031,0.026604341,0.966459532,0.45915913
Company 1055,199.6901166,891980272.7,6.964879068,14.57083487,0.02411781,0.649495883,0.251788453
Company 1056,102.6067723,434383602.2,7.036053814,20.76588237,0.035143322,0.908700776,0.370320175
Company 1057,165.0782433,910033200.7,7.559373896,15.7535683,0.003400512,1.74767795,0.020236233
Company 1058,110.289637,377940735.9,8.741308274,15.94412637,0.009689457,1.970706197,0.523993167
Company 1059,121.981343,964114338.1,5.04959402,12.75927223,0.010728241,1.240770522,0.5050578
Company 1060,144.1258195,90200235,7.329466976,24.05324051,0.036907538,0.514550532,0.525250465
Company 1061,181.0515671,687332247.2,6.22981008,28.4044141,0.009456935,0.710067218,0.974031225
Company 1062,197.6125204,494320226.4,1.947735404,28.51877148,0.028674588,0.983120863,0.911454003
Company 1063,165.2410121,388261156.7,0.354327484,9.369532122,0.010762191,1.367878023,0.161712778
Company 1064,112.6650173,633079166.9,2.916959718,26.86859124,0.043081248,0.612640469,0.368882522
Company 1065,113.2035503,704153234.5,4.486033693,23.43578604,0.047109273,1.915035948,0.423956179
Company 1066,160.6373452,5358906.381,6.20934885,11.32093502,0.025924649,1.04762551,0.360532918
Company 1067,85.81657187,167786135.7,8.514597372,6.682115323,0.017615444,1.868876327,0.798495964
Company 1068,66.57111697,713333004.6,2.042832595,11.69993167,0.011702889,1.670782704,0.52403767
Company 1069,103.1933236,666719028.2,1.34294292,27.80520592,0.00248905,1.633155909,0.572099817
Company 1070,93.08584875,966081457.6,9.63845148,20.82946687,0.013425004,1.41007937,0.853013559
Company 1071,94.44621807,761276752.5,1.169641138,23.02636652,0.032711789,1.440175726,0.805928153
Company 1072,85.04116266,950821935,4.837061594,11.42880878,0.026680847,1.457004853,0.132211523
Company 1073,56.31397845,702837961,5.897080915,22.98470389,0.047202064,1.443082081,0.713914584
Company 1074,52.68109021,298754156.4,5.459606767,5.703037657,0.019813863,1.330592347,0.435436129
Company 1075,198.1583585,106259557.3,0.951718355,14.38303364,0.034693167,1.979621028,0.294648903
Company 1076,114.1659701,782042039.5,0.664566449,20.66883371,0.024466137,1.598435851,0.050018821
Company 1077,107.6489971,644505072.3,1.144285932,8.652414139,0.025628811,1.665419583,0.48724956
Company 1078,151.9470924,49137826.38,5.89731807,25.57508936,0.013388716,1.808694223,0.355436681
Company 1079,82.73808318,360690415.4,5.489014388,10.87578247,0.022747539,0.823459644,0.25151304
Company 1080,192.4941776,956843015.7,2.414033841,21.30702782,0.02353925,0.625706239,0.69467173
Company 1081,167.9517522,500900744.6,6.413964004,15.12992856,0.035332126,1.224341655,0.769485387
Company 1082,63.41165035,433296406.9,8.21866827,19.90108989,0.047032,1.271121043,0.244789519
Company 1083,112.6371164,458241905.6,0.511631702,7.686263816,0.016466064,1.74377267,0.049447437
Company 1084,181.8677461,209673841.3,5.031486441,5.422819998,0.002110023,1.165675369,0.848752701
Company 1085,191.7098033,369338463.7,6.92417308,27.73911068,0.024814756,1.356279538,0.009959741
Company 1086,120.1102267,370443442.7,2.597888078,11.74075022,0.027223067,1.290606408,0.937112494
Company 1087,142.0117084,53302665.17,3.146931962,25.49192507,0.008422028,0.557304176,0.627619874
Company 1088,75.05509191,767800060.9,6.17501524,29.98375751,0.03802323,1.422822345,0.321846635
Company 1089,198.6752939,417087927.5,8.989559405,10.28578145,0.049246455,1.742064929,0.24647791
Company 1090,84.75075521,822357706.9,8.118251761,11.62926853,0.047288736,0.736250822,0.009005664
Company 1091,191.4097661,850497653.1,5.872989169,21.57149469,0.009855302,1.391497601,0.235471417
Company 1092,147.4469973,212782060.6,7.329195006,29.13621587,0.043768162,1.390415817,0.137728302
Company 1093,141.1605192,657696128.7,3.711742455,27.8953587,0.035224682,0.746277446,0.612166221
Company 1094,126.9032767,472809522.4,6.445558728,17.571888,0.022692328,0.685195361,0.166545589
Company 1095,84.60047176,880276581.2,4.715197752,24.87775706,0.02703055,1.970077914,0.528629838
Company 1096,76.4792048,216524938.5,1.980367751,8.393646327,0.042480009,1.090578754,0.590116422
Company 1097,83.07293136,678135387.1,7.047208911,29.43595461,0.024006747,0.841132593,0.298041698
Company 1098,77.96573932,608144370.1,5.60899991,29.10883085,0.018660368,0.756986817,0.035064949
Company 1099,166.937671,296006176.1,3.650353661,9.093223947,0.024662375,1.50140257,0.037253881
Company 1100,102.5187889,137464302.7,9.122257982,12.48557812,0.02895649,1.414167946,0.026347332
Company 1101,58.67640148,651988120.7,0.307247766,7.503874938,0.009453883,1.465328184,0.739124667
Company 1102,195.3653945,738858860.7,3.226154197,11.79293997,0.045045387,0.632009041,0.318009705
Company 1103,182.5678827,316311716.4,0.663125838,25.39889474,0.033709347,1.840301875,0.796300186
Company 1104,189.1628425,645187771.4,7.688620431,14.45789018,0.031663446,1.083899595,0.431732824
Company 1105,199.2361734,395735776.7,7.050863796,7.209924179,0.004974811,0.97005411,0.452998101
Company 1106,76.08428738,713493676.4,3.380386965,13.55563812,0.030208697,1.193542171,0.512882603
Company 1107,109.4363028,200016059.6,6.789062732,29.53458336,0.006048033,1.085099099,0.713031456
Company 1108,163.7357714,890324787.6,4.019778539,20.74208988,0.003934884,1.795365505,0.273502866
Company 1109,154.4030927,288122186.9,7.586912535,15.40402366,0.026365545,1.893891463,0.12158735
Company 1110,73.08438595,368418201.8,4.596418261,9.163462837,0.020139277,0.955179825,0.556057335
Company 1111,172.3749687,59033860.13,4.181569306,29.65441993,0.029440514,1.795903711,0.326977623
Company 1112,83.66608578,112400700.1,9.353826163,25.52122523,0.004461108,1.672284694,0.442491314
Company 1113,83.57264222,516346040.8,2.583703089,12.03693256,0.021549153,1.896211509,0.646946708
Company 1114,130.5461634,268325084.1,1.292428666,6.751717393,0.008739336,0.868625468,0.494125741
Company 1115,138.9409902,835644745.5,5.886976821,6.415638934,0.049355004,1.365438725,0.620278817
Company 1116,137.0129312,15678695.27,9.696285942,8.009453738,0.028057511,0.911816877,0.544200002
Company 1117,63.72302561,379714954.6,3.840608216,19.51921459,0.034371843,1.736141736,0.739796372
Company 1118,181.6191294,338008201.2,0.71416396,28.21908553,0.016270914,0.507986286,0.705936618
Company 1119,89.84000639,20308303.29,3.459122146,17.4185857,0.004736946,1.347228744,0.534189892
Company 1120,69.42723819,125244030.6,5.108723378,26.07363706,0.048793543,1.008805147,0.678903021
Company 1121,183.312212,414229032.2,1.703037766,16.1471655,0.014312952,0.984025561,0.873559602
Company 1122,193.3477247,493371719.9,6.615211959,22.71458864,0.021190409,1.467359486,0.432271288
Company 1123,179.3191426,404885457.5,9.977718951,23.29681843,0.032493196,1.777226674,0.412763073
Company 1124,171.4274112,531406740.7,4.572220812,9.349092648,0.001234865,1.413793087,0.764245621
Company 1125,148.2862971,595536543.2,3.611812712,14.03040147,0.040512957,1.779759468,0.582553837
Company 1126,132.6286056,10913897.31,4.066971252,20.93255391,0.02682891,0.896895668,0.07100678
Company 1127,63.04801399,464631064.3,1.239947166,6.767415205,0.013910859,1.279252782,0.892112016
Company 1128,111.267982,963535741.6,8.844408654,14.03850469,0.003080399,1.175804809,0.030783102
Company 1129,105.9032776,519513247.8,4.20677399,18.36998666,0.008124921,0.517467349,0.748396356
Company 1130,88.96306756,677864725.2,3.934016673,29.90561233,0.044751693,1.335218215,0.758794143
Company 1131,158.5130171,312551994.1,6.630933702,16.86333907,0.034301211,1.492286486,0.953111085
Company 1132,124.3813603,774217386.8,4.476130867,25.40141893,0.012495086,1.387871607,0.054134408
Company 1133,62.15693239,773148560.4,6.517511341,15.80168213,0.003280038,1.604419848,0.596856861
Company 1134,83.02748029,521774751.6,0.708318272,24.90976807,0.034530766,1.357009293,0.427840571
Company 1135,152.4888145,976037809.5,8.155861103,19.88537004,0.028620386,0.600125382,0.330632955
Company 1136,61.41962892,126424664.5,9.410989134,27.16488604,0.020225976,0.674668286,0.09031856
Company 1137,177.6810371,17930717.22,6.522777323,15.27356381,0.018180572,1.394711866,0.56265412
Company 1138,124.2719791,770388053.5,9.550202696,20.1076105,0.010840714,0.912468788,0.479040726
Company 1139,122.0879866,807348381.8,1.599179912,20.75046702,0.033480563,0.619467694,0.104554458
Company 1140,138.8611677,121087021.9,4.826420276,15.43457355,0.048533401,1.144404115,0.612489507
Company 1141,173.7021449,266317250.1,6.057886666,8.607801092,0.008785762,1.331483897,0.73795312
Company 1142,102.1713812,18534811,5.859192809,7.338985173,0.029855831,0.993118983,0.767278301
Company 1143,151.7024229,294015302.2,4.074471613,5.416788765,0.021209253,1.580650553,0.905373188
Company 1144,134.8597946,773368732,3.447035653,26.83835661,0.022334436,1.465655912,0.409470742
Company 1145,90.05424053,518442567.2,1.355557823,10.91187281,0.012707364,0.999227542,0.953072769
Company 1146,181.794498,348747497.6,3.978250261,10.28766873,0.041256744,1.632308793,0.865429405
Company 1147,169.6139032,372367555.6,1.71034207,23.40088501,0.02426278,1.473042564,0.296501571
Company 1148,148.7677752,2352272.09,7.370220197,13.00040283,0.027170293,1.456168068,0.159283037
Company 1149,177.5872594,300500727,2.167426261,17.65111731,0.015238046,1.330141551,0.435389396
Company 1150,180.0941301,646812282.9,0.679796522,9.062776632,0.009090423,0.517084502,0.401898708
Company 1151,156.2544465,974220249.4,5.568424764,28.99364304,0.004295519,1.544760775,0.575719305
Company 1152,175.5519993,847213766.2,5.992774354,26.289535,0.035705957,1.064062687,0.583386232
Company 1153,154.6207193,24571369.68,8.731939307,26.59474057,0.009811714,1.913914565,0.749986984
Company 1154,152.0211158,898662044.1,5.812117963,15.16934371,0.034503768,1.726977157,0.509889948
Company 1155,142.7917067,783415214.9,3.520260452,24.05903034,0.019518822,1.381541704,0.104822641
Company 1156,162.9074959,780595747.4,8.049817627,8.596903885,0.02078874,0.878272973,0.858291336
Company 1157,73.79076579,458537763.2,5.448761043,5.215475065,0.023458875,0.80557609,0.309764583
Company 1158,182.1306139,398607287.7,0.884874818,5.499323314,0.018385425,1.010577257,0.97129746
Company 1159,180.7765292,303612813.1,5.701920547,19.66504344,0.005030999,1.214851915,0.117860109
Company 1160,54.38709246,66629164.1,9.0893836,16.38487263,0.015481591,0.944098265,0.958251172
Company 1161,173.8725126,229007128.1,4.023494992,17.95038372,0.033186718,1.272394243,0.091011807
Company 1162,69.33048012,247357031.3,3.033625439,5.18657851,0.03328922,0.748055638,0.231036138
Company 1163,100.2678281,484592992.6,1.520347624,15.56716549,0.014311215,1.966569219,0.046579942
Company 1164,161.5262384,747696962.2,1.599310667,22.95170403,0.023005131,0.661886832,0.705113147
Company 1165,74.11398441,474336018.6,4.384437695,16.06734255,0.009672361,1.897916209,0.850298737
Company 1166,172.6950536,58786605,5.997230259,23.30548016,0.010518604,1.870367017,0.434071082
Company 1167,174.8201267,957832011.2,0.898092511,10.82547411,0.001152354,1.288040723,0.928522075
Company 1168,126.1201601,942781594.8,9.401729031,25.32855011,0.044837327,1.587365408,0.590299072
Company 1169,50.95788076,785404353.6,7.575822813,19.71078101,0.010535333,1.154072447,0.630007135
Company 1170,93.05571998,991336573.7,5.907576791,10.26907749,0.011376694,1.445051866,0.845419202
Company 1171,142.5390378,544937850.5,8.301542842,10.9180119,0.013980072,1.010863906,0.296800205
Company 1172,197.1779267,962805581.9,0.893848892,20.70076161,0.006370404,0.95173853,0.354265721
Company 1173,144.7720291,76529435.58,4.82070489,25.74848983,0.031963144,1.367344679,0.905951919
Company 1174,88.97053716,366315067.5,6.337921956,15.39069455,0.003757148,1.247194511,0.900963496
Company 1175,145.1008555,226155886.7,8.303663771,11.45751073,0.006710121,1.369304554,0.976482776
Company 1176,130.997807,196637251.1,7.856348644,26.67529017,0.032237836,0.929990872,0.901838316
Company 1177,166.9768093,141662145.9,2.842985572,21.73170729,0.016983031,1.050436748,0.127372036
Company 1178,66.04709582,622791227.9,9.414713679,16.20213718,0.035397391,0.625846941,0.823724286
Company 1179,164.1541854,781540533.9,1.33102383,17.19750488,0.027871237,0.578414558,0.409838478
Company 1180,131.1899868,578720101,8.763822824,10.1064117,0.012801059,0.880185695,0.990801356
Company 1181,194.4488006,147815746.9,9.712308471,20.67006575,0.032541398,0.611370289,0.472280964
Company 1182,101.2808249,811312646.2,1.85381988,13.96856276,0.005813684,0.655662063,0.553836083
Company 1183,144.893284,636318752.5,7.248454036,29.89112942,0.026820519,1.719392608,0.529774915
