Bedrooms,Square Footage,Location,Age of House,Bathrooms,Sale Price
4,2344,Rural,27,3,432505
1,2657,Suburb,30,1,111686
3,2565,Suburb,7,2,197992
5,2377,Rural,32,1,875801
3,1984,City,16,2,218154
5,1750,City,10,3,111725
2,1599,Suburb,26,1,452711
2,2434,City,34,1,632180
5,2692,City,16,2,323583
4,3351,Rural,28,3,349964
3,3548,Rural,44,3,52983
5,1076,Suburb,31,3,966208
4,1969,Rural,35,1,143645
3,3170,Rural,41,2,179992
4,2797,Suburb,3,3,206456
5,3934,City,15,2,249222
3,1412,Suburb,33,1,182869
3,2860,City,44,3,313984
4,2767,City,17,2,775280
2,2702,Rural,16,2,247728
3,2754,City,16,1,433426
4,2193,Suburb,47,2,403066
2,3453,Suburb,15,3,533230
1,3251,Suburb,40,1,467743
4,1104,Rural,30,2,183655
3,1065,Suburb,22,1,441897
1,1723,Suburb,40,2,866564
5,1125,City,26,1,303157
1,2423,Suburb,13,1,955348
1,1374,Suburb,12,3,993015
1,2579,Rural,34,3,990300
2,3384,Suburb,1,2,852966
2,2905,Suburb,40,2,346787
2,3370,Suburb,47,3,415339
1,3619,City,44,3,996673
3,3568,Suburb,36,2,97149
3,2876,Suburb,21,3,464186
1,2955,Suburb,41,3,195016
1,1606,City,29,2,947292
3,2244,Suburb,22,3,870419
4,2856,Rural,15,3,73243
5,2972,Rural,19,1,380615
1,2136,City,28,1,247765
1,3198,Rural,11,3,758568
2,1558,City,17,2,111535
2,1834,Rural,44,1,500901
1,3780,Suburb,13,3,960543
4,1141,Rural,48,2,325287
4,3655,Rural,45,1,63750
2,3213,Rural,50,3,458941
5,3665,Suburb,23,1,698087
1,2947,Suburb,1,3,891391
4,3009,Rural,11,3,492105
4,2448,Suburb,26,1,888004
1,3867,Rural,12,1,388842
5,1403,Suburb,16,3,105460
2,3487,City,32,3,689305
1,1852,Suburb,4,1,917648
5,3681,City,35,3,88829
3,2174,City,39,3,722166
3,1742,Suburb,15,1,948574
5,2366,City,50,3,180841
2,1040,Suburb,31,2,502345
1,2798,Suburb,5,1,639129
4,2529,Suburb,41,2,201331
1,3776,City,26,3,802934
2,2318,Suburb,32,1,218914
3,921,Rural,39,3,186250
1,3450,Rural,7,1,569381
5,3720,City,26,1,161715
1,1453,Suburb,44,1,777431
1,938,Suburb,20,1,836321
3,3805,City,35,3,156668
3,1143,Rural,22,2,539012
4,876,City,40,2,298332
3,1165,Suburb,15,2,252563
3,1789,City,48,2,443566
1,3888,City,18,1,937592
3,1045,City,26,1,940977
1,907,City,31,3,722812
1,1577,Suburb,26,2,574545
5,2828,Rural,48,3,867888
1,3500,Suburb,27,3,989588
4,927,Rural,7,1,882058
1,1582,Suburb,2,2,273870
1,2380,Suburb,43,3,273850
2,3245,City,37,2,610913
4,3754,City,6,2,936428
2,3258,Rural,46,1,839054
5,3104,Suburb,23,1,283370
1,2962,Suburb,3,1,54816
4,2043,Rural,18,1,823579
4,3731,Suburb,26,1,888758
5,3559,City,15,1,967898
3,2643,Suburb,47,1,509649
4,852,Rural,32,3,924435
3,3095,Suburb,36,2,499641
5,997,Rural,49,3,310856
3,3243,Suburb,47,2,968452
5,3681,Rural,33,1,697242
1,1106,Suburb,36,3,500854
1,1023,City,5,1,531051
1,2621,City,10,1,526123
2,1960,Suburb,16,3,944894
4,3131,Rural,31,2,149390
5,3997,Rural,31,3,114643
3,3609,Rural,32,2,901014
5,3904,Rural,47,1,214038
2,3405,Rural,6,1,997970
3,3582,Suburb,46,3,199356
2,1365,City,41,2,613641
3,3562,Suburb,8,3,671275
4,3796,Suburb,31,3,485664
1,1147,City,4,1,816572
1,847,Suburb,17,2,284113
4,1892,Rural,28,3,405806
4,2218,City,41,3,678987
1,3600,City,34,2,412241
5,1528,Suburb,50,2,853303
3,3915,Suburb,39,3,389610
5,3460,Suburb,16,3,361203
5,1184,Suburb,34,1,972247
4,2361,City,14,1,357152
1,2980,City,38,3,484665
3,1850,Rural,8,3,820363
1,1279,Suburb,50,2,582150
1,1801,Suburb,25,1,852507
1,980,Rural,5,2,868117
4,1242,City,1,2,327069
1,1754,City,13,3,532543
1,3678,City,12,2,997483
3,2601,Rural,48,3,789799
4,1416,Suburb,9,2,134578
5,2633,City,32,3,739224
2,1826,City,44,3,529887
1,1918,Suburb,48,3,369297
1,3962,Suburb,40,2,910035
3,2280,Suburb,33,2,682875
5,1973,Rural,41,1,601072
2,1595,Rural,38,1,699523
3,2503,City,44,2,196505
2,2206,Rural,38,1,195938
3,1055,City,14,1,536442
3,3239,Rural,16,2,942446
4,2189,City,47,3,842192
3,2270,City,28,2,503729
5,1161,City,40,2,248521
4,3811,Suburb,18,3,660347
2,3085,Suburb,23,3,894879
4,3588,Rural,12,1,661780
2,835,Suburb,48,2,917517
2,1848,City,27,3,661990
2,2737,Suburb,20,1,267693
3,2249,Suburb,45,2,428975
5,1337,Suburb,20,3,498987
4,1786,City,13,2,290183
2,3609,Suburb,20,1,142335
5,1795,Rural,40,1,952875
2,3627,City,42,3,847127
2,3063,Suburb,45,1,140882
1,2004,Suburb,37,2,296076
2,3872,City,44,3,213949
1,1910,City,35,2,702637
1,3949,Suburb,43,1,551562
2,3664,City,42,3,425164
5,3618,Rural,3,1,401713
5,3267,Rural,5,2,130435
3,928,Rural,24,1,727838
1,3789,Rural,38,1,317545
5,3381,Rural,47,2,480396
5,3882,Rural,14,3,908229
3,1894,City,30,1,822348
1,1278,City,20,2,755747
2,2516,City,38,2,87565
1,1028,Rural,31,2,136296
4,2967,Suburb,47,3,913542
5,1665,Rural,40,3,114315
3,1611,Suburb,49,2,838198
1,1893,Rural,23,3,209964
3,1647,City,33,2,138103
4,1986,City,17,3,221733
2,3856,Rural,23,1,639576
2,3753,Suburb,23,3,881264
5,3596,City,42,1,138075
1,2698,Rural,12,1,72368
4,2571,Rural,49,2,89899
1,2249,Rural,39,1,268672
1,3461,Rural,25,2,415871
3,2595,Rural,43,2,418201
5,2978,City,45,1,882932
5,3192,Rural,12,2,290013
1,2918,Suburb,49,1,705438
1,2135,Rural,45,1,772999
4,973,Rural,38,2,521451
1,923,Suburb,17,3,591253
5,3213,City,25,2,807610
3,2914,Rural,1,3,335918
4,2286,City,7,1,243511
3,2470,Rural,15,1,432319
1,3940,Rural,39,3,826324
4,1714,City,42,1,63950
3,1474,Suburb,45,2,373591
4,2064,Suburb,29,3,598642
2,980,Rural,42,3,119076
2,971,Suburb,25,3,878956
5,971,Rural,35,1,693903
4,1417,City,16,1,938782
4,3071,Suburb,29,2,543963
5,3844,Rural,7,2,615498
2,1853,Rural,25,3,960553
4,1280,Suburb,23,1,256912
5,2363,Suburb,3,3,521800
5,2374,City,9,2,736438
4,838,Suburb,44,2,216046
2,3421,Rural,37,3,602590
3,1338,Suburb,45,1,832623
2,2747,City,8,2,834422
4,1596,City,37,2,373560
4,2453,City,48,1,185919
4,3638,City,4,1,385941
2,3468,City,35,2,252785
3,3833,City,9,2,762372
3,2715,Suburb,5,1,157115
5,3841,Suburb,25,2,536416
5,1301,City,6,1,879659
1,3814,Suburb,14,2,307316
1,3324,Rural,38,3,442534
1,1134,Rural,37,3,295458
1,1170,Rural,10,2,955820
3,2856,Suburb,7,1,260100
4,3399,Suburb,20,3,255361
3,1494,City,37,1,328967
3,2967,Rural,33,3,756568
5,2243,Rural,31,3,676492
3,3503,Suburb,47,1,88609
1,3870,Suburb,8,2,747070
5,1365,Suburb,8,2,801463
1,3977,City,46,3,653500
5,1072,City,17,1,529424
5,2993,Rural,9,2,456572
2,1676,Suburb,48,3,928013
5,1754,Rural,6,3,844251
2,1405,Suburb,21,1,299763
4,3256,City,37,1,881865
1,3007,Suburb,15,2,739443
3,3075,City,4,3,528920
4,814,Suburb,22,2,584745
3,1212,Suburb,8,2,496854
1,1063,Rural,48,3,150694
3,3800,City,49,2,265160
5,1146,City,3,3,543174
4,2142,Suburb,42,2,681797
2,1735,Rural,38,3,865626
3,2365,Suburb,31,2,94382
4,1708,Suburb,22,3,475077
2,2180,City,4,1,106247
1,3052,Suburb,37,2,459009
1,3593,City,16,2,834664
4,993,City,28,1,569249
2,1329,Suburb,47,1,284491
4,3843,Suburb,8,2,395086
4,3725,Rural,38,1,178426
2,1601,Rural,13,1,235505
5,1660,Suburb,39,2,153857
3,2196,Rural,18,1,446998
3,3389,City,5,3,892977
3,2202,Suburb,15,1,114117
4,2810,Suburb,47,2,941060
3,2753,Suburb,8,1,132275
4,1053,Suburb,10,2,216549
4,2280,Suburb,2,2,639745
2,1737,City,21,2,873889
1,3445,Suburb,5,3,354919
2,1879,Rural,38,1,401172
5,3688,Rural,1,1,550754
3,2643,Rural,29,2,761321
2,2737,Rural,31,2,422480
2,3379,Rural,40,3,771299
2,1351,Suburb,31,3,409101
5,1371,Rural,45,2,850476
5,819,City,42,3,390583
3,3781,Suburb,43,2,121885
1,980,City,37,1,351463
3,1339,Suburb,25,1,727398
1,1054,Suburb,22,2,873108
1,1585,City,18,2,494336
5,2926,Rural,8,3,739093
5,2845,Rural,27,1,391526
2,2746,Rural,35,1,512303
3,3836,City,38,3,955927
1,1207,Suburb,41,3,639907
1,3361,Rural,40,3,353742
1,2295,Rural,4,3,337236
2,2669,Rural,49,1,683605
5,2951,Suburb,24,2,655393
5,814,Rural,10,1,591201
2,1489,Rural,37,1,382345
3,817,City,47,2,348883
3,1961,Suburb,46,3,444336
2,3120,Suburb,38,3,346964
5,2731,City,31,3,251810
3,1131,City,22,2,825623
1,3526,Rural,36,3,476948
1,2470,City,5,1,905733
5,1253,Suburb,20,3,794570
2,2648,City,7,2,102534
2,2620,Suburb,25,2,444350
3,3338,City,37,1,80153
5,2281,Rural,10,3,403703
5,3662,City,40,1,133920
3,1738,Rural,38,3,243978
5,3161,Suburb,9,1,734243
5,1945,Suburb,33,2,124114
3,967,City,19,1,741415
5,910,City,24,3,673821
3,2843,City,15,1,986290
4,1732,Rural,10,3,483172
2,3241,Suburb,41,1,864854
2,3831,Rural,46,3,455965
5,3213,City,35,3,915601
1,3584,City,4,2,177087
1,3757,City,41,1,265380
2,3087,City,5,2,61117
1,867,Suburb,17,3,895373
3,2321,City,13,3,741464
3,3709,Suburb,5,2,863525
4,2801,Rural,32,3,271384
1,872,Rural,33,2,250972
2,3492,Rural,16,2,351968
4,1063,Suburb,29,3,873325
5,2867,Suburb,22,1,809629
3,1259,Rural,14,2,72734
2,3555,Suburb,41,2,245289
2,1749,Suburb,29,2,92285
1,1506,Rural,1,1,220013
2,3881,Rural,10,3,696681
5,1521,Rural,14,2,666603
1,3855,Rural,27,2,831083
1,894,Suburb,12,1,201946
4,2371,City,45,2,316957
1,1252,Suburb,10,2,910003
4,3124,City,23,1,872394
5,3357,Rural,26,1,116486
2,3023,City,1,2,976136
5,1796,Rural,25,1,553824
1,2686,City,5,3,657168
2,1034,Rural,48,1,710273
2,1725,Suburb,50,3,560436
3,987,Rural,42,3,474621
5,2936,Suburb,21,3,808547
4,2729,City,13,1,183028
5,3923,Suburb,21,3,136249
5,2212,Rural,30,1,137961
2,1263,Suburb,11,3,726064
5,1961,Rural,12,1,352116
5,3029,Suburb,22,3,104395
5,2575,Suburb,26,2,439237
3,3635,Suburb,31,3,447094
2,2117,Rural,40,2,658304
4,2699,City,25,1,385060
1,2291,City,22,2,808032
2,2865,City,10,2,820702
3,2986,Rural,39,2,703891
4,2569,Rural,37,1,241109
1,1115,Suburb,30,1,907512
2,1198,Rural,18,3,256230
1,860,Suburb,50,3,97525
3,2640,City,42,1,96924
5,2079,Suburb,39,2,728052
1,827,Rural,35,1,684675
2,1266,Suburb,7,3,930347
3,3109,City,13,2,902163
3,1997,Rural,26,3,363182
3,1956,City,15,1,929119
5,3784,Suburb,13,1,768834
5,3330,Rural,20,1,650212
2,2217,Suburb,7,3,617789
3,3905,Suburb,10,2,496768
4,3956,City,42,1,599798
3,3144,Rural,32,1,439015
2,2167,Suburb,20,1,564322
3,1227,Suburb,44,2,273823
3,2260,Rural,14,1,735732
4,2343,City,37,3,630199
2,3221,Suburb,23,1,793793
3,3533,Rural,13,1,186219
5,3014,Rural,4,1,854537
1,3664,City,16,3,637296
4,1720,Rural,44,1,997967
4,3063,Suburb,4,3,887248
2,3813,Suburb,35,2,820775
5,1181,Suburb,39,1,940168
5,2412,Rural,36,2,468996
5,1012,City,7,1,533651
2,2590,Rural,12,2,971948
2,2604,Suburb,3,3,677618
2,1347,Suburb,28,2,564763
3,3317,Rural,12,2,741129
3,2725,Rural,7,3,812863
4,1094,Rural,32,1,956056
4,2772,Suburb,15,3,113542
1,2929,City,25,1,64896
1,2007,Suburb,29,2,195720
4,1052,Suburb,43,3,865558
1,1300,City,42,1,659660
3,3169,City,15,1,611042
4,2003,Rural,37,2,384948
2,808,Rural,20,2,509813
5,3555,Suburb,50,3,481519
2,1373,Suburb,42,1,288335
1,3575,Rural,19,1,665909
2,3175,City,47,2,955018
4,3925,City,44,2,250230
4,1406,Suburb,50,1,327731
1,2628,City,27,1,479190
4,3790,Suburb,36,3,458589
2,2792,Suburb,50,1,313925
5,2341,Rural,18,2,482569
1,2887,Rural,7,3,423383
5,1075,Suburb,5,2,920511
3,3417,Rural,38,2,583255
5,2339,City,18,2,997592
4,2330,Suburb,39,3,559949
2,1400,City,31,2,198047
5,3190,Rural,36,3,438517
5,2337,Rural,17,3,902633
2,2227,Suburb,25,3,414595
1,3132,Rural,46,2,513978
2,2870,Rural,6,1,543828
3,2727,Suburb,19,2,971669
5,1960,Rural,35,3,596801
2,1678,Rural,48,2,116696
5,2448,Rural,47,3,340540
1,1481,Rural,46,2,153820
5,1789,City,24,3,625424
5,3571,City,28,1,794830
2,1846,Suburb,1,1,69266
1,2569,City,9,3,594733
3,2664,City,38,1,813030
2,1383,Rural,15,1,887438
2,864,Suburb,29,2,724570
1,3900,Rural,19,1,411968
4,3251,Rural,7,2,416074
5,3089,Suburb,9,2,356075
2,3111,City,37,1,893904
1,1372,Suburb,39,2,293502
2,3547,Rural,3,2,787882
1,3654,Rural,36,2,239743
1,1160,City,15,1,361830
3,1785,City,2,3,830362
1,1445,City,20,1,299436
1,2627,Suburb,50,2,76843
4,1016,Rural,40,2,572570
5,2966,City,33,1,570998
3,1322,Suburb,11,1,627646
5,1931,Suburb,16,3,341467
2,1001,Suburb,17,2,968685
3,1498,City,30,2,194325
3,1589,Suburb,30,2,935279
1,1072,Rural,44,3,306413
4,1869,Rural,21,2,437847
1,2451,City,30,3,878655
4,3844,City,24,2,683763
3,1702,Suburb,46,3,828546
3,1237,City,39,2,654521
4,3529,City,39,1,255898
1,2617,City,31,1,429946
1,1044,Suburb,45,3,303272
3,2242,City,23,1,964921
1,867,City,7,2,638038
3,2486,Rural,15,2,880689
3,2941,Suburb,22,3,303256
2,1208,City,6,3,387775
4,2769,Suburb,31,3,884956
4,3649,Rural,25,1,811027
2,2819,Suburb,8,2,569208
2,1899,Suburb,1,3,577453
5,1502,City,49,2,175225
3,1418,City,45,2,406543
5,3801,Rural,22,1,603521
3,2343,Rural,47,1,810851
4,2948,Suburb,18,2,100087
5,2475,Rural,20,1,896312
3,1220,Suburb,16,3,906354
4,805,Suburb,6,2,721927
4,2857,Rural,41,1,285045
2,1689,Suburb,31,3,520245
2,1482,City,50,2,906147
5,3118,Rural,39,1,111538
1,1910,Rural,46,3,702829
1,2118,Rural,35,3,739463
4,2113,Suburb,6,3,624361
3,1859,Suburb,25,3,124699
5,802,City,22,2,911087
5,3799,Rural,3,1,306769
5,2884,Rural,41,1,996644
3,2780,Suburb,13,3,308579
4,820,Suburb,38,2,526144
3,3763,Suburb,33,1,555815
5,2957,City,11,3,115455
3,2494,City,16,2,123683
4,1129,Rural,25,3,118943
1,2695,Suburb,41,2,682420
5,2818,Rural,44,3,609852
1,2418,Suburb,24,3,669511
2,1540,Suburb,26,3,562591
1,3026,Suburb,7,3,205733
2,1091,City,32,3,287004
3,990,City,44,2,993229
2,3593,Rural,32,2,127201
1,2411,City,9,1,974772
4,1381,City,8,1,118465
4,1626,City,41,3,601836
1,3608,Rural,37,2,65739
1,1156,City,18,3,384003
2,3307,City,10,1,614123
1,3718,Suburb,24,3,566717
1,2288,Suburb,47,3,550334
1,1475,Suburb,46,1,443949
1,2668,Suburb,26,2,583437
5,3549,City,49,3,182442
5,1053,Rural,28,2,939271
4,3014,City,28,3,535072
2,1801,City,14,3,305988
4,2319,City,42,1,529206
4,2603,Suburb,42,2,574994
2,2037,City,9,2,744202
2,2421,Suburb,30,2,635703
4,939,Rural,42,2,149342
1,2081,Rural,47,3,846669
1,3500,City,35,1,291203
3,1354,City,31,3,547642
3,3045,City,31,3,704181
3,2768,Rural,21,1,334024
4,1679,Suburb,27,3,503700
2,1964,Rural,44,2,58875
5,2387,Rural,42,3,386850
2,2162,Rural,13,3,820113
5,3384,Rural,16,2,914296
2,3892,Suburb,33,3,828820
2,2352,Rural,25,2,966920
5,3887,Rural,36,3,857849
1,1669,Suburb,4,3,50004
3,3012,Rural,43,2,629082
4,3228,Suburb,5,3,185031
4,3191,Suburb,48,2,680852
1,1110,Rural,40,1,705598
1,2954,City,22,1,524528
4,1055,Suburb,50,2,735254
5,2023,City,44,1,913204
4,2013,Suburb,37,1,90111
2,1940,Rural,32,1,474311
5,2759,Rural,5,2,104177
1,2273,Rural,19,1,713978
4,2708,Rural,31,3,968421
1,3114,Rural,25,1,62884
5,3453,Suburb,14,1,590562
2,1236,Rural,30,3,316704
2,1411,City,31,2,212558
1,3213,City,37,3,946165
5,1344,City,26,3,841374
2,935,Suburb,32,2,552317
2,2246,City,2,2,982645
2,1433,Suburb,22,1,831793
5,1998,Suburb,7,2,80115
2,3414,City,34,1,227217
5,1206,Suburb,38,3,738513
1,2612,Rural,19,1,806477
5,868,Suburb,26,1,930624
1,1566,Suburb,11,3,587961
1,2806,Rural,8,3,81905
2,2692,Rural,14,3,753929
1,1984,Suburb,38,3,859526
1,3699,Suburb,18,2,809507
3,2281,Suburb,1,3,395887
3,3952,City,18,1,320735
3,3350,City,32,1,128855
4,1519,Suburb,48,1,895718
5,1521,City,26,2,389347
5,1644,Rural,8,2,374745
3,2370,City,46,3,637573
2,1611,City,44,2,577828
3,1112,City,17,3,466147
5,3768,Rural,24,1,279805
3,3536,City,40,2,733045
2,2752,Suburb,37,2,255697
5,3240,City,7,3,843428
1,2435,Rural,23,3,648413
2,2991,City,12,2,377869
4,2832,Rural,19,3,567719
3,2754,City,43,3,762444
5,2330,Rural,35,1,289587
2,1592,Rural,29,2,517791
4,2252,Rural,30,2,193939
5,1359,City,30,3,159601
5,1778,Suburb,12,3,68306
3,2068,Suburb,45,2,305586
2,1109,Suburb,18,3,71307
1,3938,City,23,3,525133
5,1936,Rural,35,3,535965
2,3765,City,10,3,122828
4,3588,City,2,2,172093
1,1659,Rural,44,2,52756
5,1643,City,29,2,471012
3,3436,Rural,6,1,55896
3,3727,Suburb,9,1,606026
1,1687,City,27,1,711487
5,1433,City,7,2,304891
5,2312,Suburb,10,2,420817
4,3022,Rural,30,1,349675
4,1581,City,36,2,191003
3,1099,Suburb,45,2,553859
3,1281,City,30,3,103256
5,2988,Suburb,27,3,979854
2,838,Suburb,2,3,838424
4,2866,Suburb,38,1,421367
1,2858,Suburb,19,1,759411
1,1761,Rural,27,2,726686
1,1082,Suburb,36,2,237493
3,3509,Suburb,36,1,479450
2,2999,City,24,3,486432
1,2261,Rural,45,1,622059
3,885,City,28,1,324637
4,1823,Rural,44,2,809065
4,3311,City,5,2,727998
2,1872,City,3,1,634157
3,3780,Suburb,32,1,660380
5,2977,City,9,1,436588
4,3671,Suburb,10,1,774148
3,1142,City,43,2,360026
2,1767,Rural,21,2,591318
4,3549,Rural,33,3,990387
3,3345,Suburb,9,1,146226
5,1385,Suburb,39,1,564252
5,3560,Suburb,45,2,596708
2,2860,Rural,26,1,268708
4,1756,City,21,1,276747
2,2427,City,19,3,709221
5,1717,Rural,21,2,258093
2,877,City,47,1,990921
4,3029,City,28,2,210382
4,2052,Suburb,50,3,702373
3,1370,Rural,18,1,699320
3,1539,Suburb,26,1,372074
1,3937,City,50,3,462495
3,907,Suburb,7,2,208763
1,1748,Rural,26,3,335538
3,2538,City,38,3,775628
4,2861,Rural,42,3,889050
4,3368,Rural,7,3,256220
2,3218,Suburb,44,2,746397
4,3685,Suburb,26,3,252738
4,1032,Rural,17,2,92668
1,2902,City,19,2,112948
2,3315,City,48,3,86183
4,3857,City,43,3,772967
4,1551,City,15,3,548130
5,1535,Rural,17,1,769488
4,1094,Suburb,20,2,770801
5,1766,Suburb,37,3,778154
3,2699,City,6,1,239127
3,2478,Suburb,20,3,965224
4,1558,Rural,43,3,169084
2,3276,City,21,1,939607
4,3008,City,14,3,433972
3,3903,Rural,32,2,521598
5,1393,Suburb,14,2,133372
5,2656,Suburb,15,3,291835
3,3227,Suburb,13,1,77377
4,3508,Rural,47,1,793114
3,1066,Suburb,16,2,775654
3,3186,Rural,8,2,950944
5,1731,Rural,24,2,473541
5,3071,Suburb,48,2,672907
3,1750,Rural,39,3,309587
5,916,Rural,10,3,691836
4,3389,Rural,5,3,237752
4,3584,Suburb,39,2,205840
1,1740,City,20,3,845162
3,3312,City,40,3,481076
2,3008,City,26,2,856586
4,1276,City,17,1,237901
5,1750,City,41,3,164915
3,2065,City,45,1,688288
2,2759,Suburb,39,1,942767
2,1491,Rural,9,1,832907
2,2905,Suburb,22,3,135080
2,1720,City,48,1,349811
4,2447,City,6,1,259715
1,3248,City,44,3,491346
5,2186,Rural,30,3,95941
4,3253,Suburb,44,2,822151
1,2829,Suburb,17,3,307180
4,1579,Suburb,29,3,671036
5,3909,City,50,2,562766
4,3010,Rural,29,2,125031
5,2102,City,38,1,828369
3,902,Suburb,8,2,934558
4,3376,Rural,5,1,161923
3,3552,Rural,44,2,873329
4,3258,Rural,14,1,785185
3,877,Rural,43,1,364992
3,1390,Suburb,25,1,534833
3,2751,Suburb,2,3,757702
2,1600,Rural,33,3,373868
1,3385,Suburb,39,2,618762
1,1296,City,49,3,739598
3,935,Suburb,44,2,532202
2,2399,Suburb,15,2,604315
2,2284,Suburb,35,3,157478
5,944,Rural,32,3,736618
2,3144,Suburb,5,3,231754
3,2451,Rural,26,1,626610
5,969,Rural,26,3,225195
1,2509,Rural,40,1,390205
1,3317,Suburb,7,1,242341
4,1129,Rural,43,3,112268
3,2664,Suburb,32,3,431849
4,3580,Suburb,2,3,799687
1,2354,City,3,3,842449
2,2492,Rural,25,1,701509
5,3140,Rural,42,3,342339
4,3403,Suburb,48,2,958955
3,3876,Suburb,7,1,445163
1,1157,Suburb,46,3,352975
1,3172,Suburb,39,1,998208
5,3559,Suburb,9,2,780262
1,3554,City,13,1,829604
4,3465,Rural,4,1,157442
1,3965,City,3,2,507583
1,1448,City,29,1,497243
5,3854,City,49,1,123700
2,3641,Rural,12,1,110462
3,1222,City,7,1,813174
3,1456,Rural,43,2,708459
4,1098,Rural,25,3,486504
3,2467,City,17,2,599209
5,3892,Rural,26,3,202629
5,3134,Suburb,6,3,78872
1,2170,City,15,1,867836
1,2442,Suburb,30,1,955919
4,3539,City,36,2,801980
2,1202,City,44,1,608765
1,999,Rural,28,1,925499
5,1927,Rural,45,1,665995
1,2068,Suburb,49,1,750379
4,2198,Suburb,7,1,439664
4,3425,City,41,2,292255
1,1781,Suburb,40,1,175194
2,1666,City,49,3,55201
3,2533,Suburb,4,3,321406
5,996,Rural,12,1,858484
2,2114,City,35,3,128233
4,1878,City,7,3,783212
5,1402,Suburb,39,2,172834
5,2828,City,1,1,199129
3,3337,City,35,2,395374
4,3895,Suburb,38,2,279323
3,1189,Rural,31,2,407532
3,1086,Suburb,18,1,206120
2,3598,City,12,1,530626
4,3137,Suburb,11,1,135635
4,2707,Rural,45,3,844884
2,3035,Rural,21,1,230935
4,1152,Suburb,37,2,360951
2,1657,City,7,1,82863
4,3496,Rural,8,3,241824
1,3881,Suburb,1,1,429929
4,2067,City,2,2,667034
1,3990,Rural,18,3,885209
3,887,Rural,45,2,310812
3,3018,Rural,16,2,915758
3,3775,City,47,3,383909
5,3311,Suburb,45,2,161175
3,3172,City,48,1,746143
1,1663,Suburb,41,1,356692
2,2840,City,22,3,969059
2,3573,Suburb,19,3,933864
5,877,Rural,39,2,725695
4,2488,Suburb,7,1,709370
3,2782,Rural,23,1,686487
4,1884,City,23,3,238263
2,3456,Suburb,5,3,652586
1,3832,City,24,1,433966
5,2020,Suburb,17,2,104051
5,1412,City,21,1,994607
5,3925,Suburb,3,3,126065
3,2585,City,7,2,749036
5,2227,Suburb,34,3,953476
1,3682,Rural,3,3,576746
1,1296,City,22,1,935918
5,2533,Suburb,11,1,255239
2,2750,City,44,3,806590
2,3748,City,42,2,554414
5,2362,Suburb,39,3,184214
3,2558,Suburb,32,2,651589
2,3759,Rural,38,1,977494
5,3577,Rural,3,3,612398
1,1478,Suburb,44,1,711949
4,1237,City,43,2,357134
2,1162,Suburb,37,1,74471
3,1434,City,6,2,857271
4,873,Rural,5,2,480868
4,2104,City,46,2,854510
3,3705,Rural,2,1,498965
3,2646,City,15,2,562999
5,995,Suburb,32,3,649512
1,2313,Rural,3,2,670335
3,2170,Rural,50,1,106985
3,1730,City,14,2,807306
4,2943,Suburb,26,2,462536
2,3810,City,5,3,935892
2,3816,Suburb,27,3,595257
3,875,City,41,2,291535
1,3597,Suburb,15,1,465364
3,1282,City,7,3,140776
1,3587,Rural,47,2,787920
4,1385,City,38,3,184948
5,1625,Suburb,36,1,224229
4,2778,Rural,28,1,612345
5,3401,Suburb,39,2,477023
4,1759,Rural,2,1,346325
3,1291,City,28,3,245330
3,2983,Suburb,42,1,955187
1,1987,Suburb,24,1,655722
3,1878,Rural,36,1,818183
2,1213,Suburb,31,1,348870
3,3227,Suburb,33,2,879096
2,3149,Suburb,34,2,117005
4,1890,City,33,2,647139
4,1624,Suburb,15,3,380324
5,1074,Suburb,5,1,972345
5,1545,Suburb,31,3,905992
3,3072,Suburb,29,1,440544
3,2027,Suburb,29,3,903104
5,1984,Suburb,15,1,671147
3,2909,Suburb,6,3,947029
2,2132,City,34,1,373214
4,3110,Suburb,13,3,360374
1,1426,Rural,47,2,378451
1,1289,City,31,3,488421
4,3497,Suburb,18,3,91608
1,1802,Suburb,39,3,208779
1,1286,Rural,14,2,681474
2,3371,City,36,3,185536
4,3214,Rural,28,2,749387
5,3785,City,36,3,296811
4,1792,City,15,2,788949
3,1525,Rural,35,2,971970
3,2419,Suburb,30,1,869520
4,3898,City,3,1,612484
1,1164,Rural,23,2,417726
2,2065,City,6,3,461919
3,1672,Suburb,18,2,884456
5,1631,City,45,2,875150
2,3655,Suburb,16,1,349823
5,3785,Rural,22,2,521752
1,1374,Rural,17,3,138122
5,2112,Suburb,16,2,504118
5,2334,Rural,28,1,869785
3,2905,City,14,1,845951
1,1829,City,7,3,62319
5,1914,Suburb,4,1,615887
2,2617,Suburb,10,3,676605
4,1984,Rural,29,3,366695
4,1548,City,14,3,169057
3,3057,Rural,37,1,901184
5,1060,Rural,11,3,443394
2,3429,Suburb,32,1,904273
2,900,Rural,13,3,243349
5,1747,City,40,3,331289
5,2865,Suburb,3,2,92808
1,2898,Suburb,29,2,112255
4,1567,City,26,2,275009
5,2835,City,21,2,112778
5,1068,Suburb,49,3,553369
2,1836,Suburb,49,2,188865
3,1112,City,48,3,740796
4,3575,Rural,11,2,396412
4,2598,Suburb,13,3,61282
4,3626,Rural,32,2,928316
1,3855,City,8,2,948982
4,2025,Suburb,11,1,111339
2,2768,City,2,1,427513
5,2584,City,22,2,585664
2,2391,Rural,29,3,55751
1,2710,Rural,1,3,839752
1,3184,City,12,3,225323
2,2054,Rural,36,2,935415
3,1147,Suburb,6,2,963976
3,2201,Rural,39,1,731027
