Car Model,MPG,Engine Displacement,Horsepower,Weight,Acceleration,Number of Cylinders,Origin,Curb Weight
Chevrolet,28.37787074,4.436605036,119.1125459,2704.357152,5.346282208,4,Germany,2771.452845
BMW,41.40066175,2.865274584,240.89239,4973.331654,7.00071855,6,Germany,2543.28455
Honda,45.68338756,3.41411348,442.6287955,3008.279547,14.81932244,6,Japan,3268.675058
Chevrolet,48.21338746,5.215438199,258.421791,3816.669881,17.03433225,6,USA,3481.881335
Ford,41.47613545,2.827886019,179.662759,3543.437787,19.82305239,6,Japan,3185.364373
Toyota,22.61627583,3.361347736,269.9176725,5928.309515,10.19545255,4,Japan,3084.173214
Audi,37.52538824,1.554729659,254.2210006,3564.368977,13.99068833,6,Japan,3181.619226
Ford,27.50412496,1.82639488,466.1664806,2319.929931,19.0571745,8,Germany,3672.292328
BMW,20.18682488,2.534366365,404.7737503,2359.30301,7.50562672,8,USA,2550.271461
Nissan,43.63486318,1.611408963,302.0462223,4363.014885,15.7646838,4,USA,3675.727841
BMW,11.53705396,4.025501304,495.3482267,4397.454207,16.324681,6,Germany,3499.513174
Mercedes,46.07047969,3.205593427,286.1110125,3675.035962,6.334633038,6,Japan,2862.139831
Audi,28.45909858,3.692580811,123.2951323,3727.374769,17.91874078,8,Japan,3287.109589
Audi,35.48805907,2.198588744,204.9097287,2215.730331,17.19657571,4,Germany,2573.936006
Mercedes,36.37415689,2.683728118,274.4281921,4066.186042,5.501045099,8,USA,3069.383006
Nissan,45.80470963,4.155297899,162.7610497,4018.957902,6.366266223,4,Germany,2761.063719
Ford,35.46678729,5.361210895,479.0260505,2598.197274,5.736903408,4,USA,2533.450579
Ford,34.55734339,1.701667094,406.7395591,2415.357544,10.02115298,4,USA,3035.634247
Nissan,12.66608162,5.061537283,207.3148802,2494.289962,12.63933486,8,USA,3589.168626
Honda,30.73632088,3.807524805,336.3218134,2404.112986,12.98521592,4,Japan,3881.532801
Mercedes,16.00676003,3.755678267,388.5796628,4438.832782,9.015001397,8,Japan,3493.39527
Toyota,39.49735075,3.501114141,476.5115716,2785.93061,18.6739533,8,Germany,3102.955192
Chevrolet,30.48887683,1.777576344,452.6541397,3005.720609,10.52394185,6,Germany,3999.244169
Mercedes,37.20911117,1.859507407,306.0768905,2694.288577,5.683252339,8,Japan,2924.415262
Ford,11.66691602,3.903648023,409.8610479,5831.341218,9.503406673,8,Germany,2780.697149
Toyota,13.39168064,2.863834286,324.8579015,5418.469853,12.96664134,6,Japan,3195.523404
Chevrolet,38.65293552,5.169072266,321.081556,2921.979349,11.12332734,6,Japan,3257.367123
BMW,12.88337344,3.126362149,145.8967833,3310.265176,9.107637786,6,USA,3032.23507
Chevrolet,12.85026911,2.073125835,150.4550632,2839.571369,6.969848746,4,USA,3543.248619
Ford,10.48433901,4.358875334,311.813446,3967.503838,17.2874675,4,Japan,2775.796618
Honda,48.26005593,2.673413686,207.544618,2078.44213,19.94217863,6,USA,3265.50964
Honda,39.50033438,3.601881229,108.414761,4685.472036,9.943132003,4,Japan,3250.190438
Toyota,24.13005634,4.291331142,389.1356816,4092.632599,10.72431566,6,USA,3735.679634
BMW,21.86142325,5.101056445,112.9946387,5594.555713,14.27056287,4,Germany,3890.452298
Toyota,23.98812919,4.668764779,338.1107364,2657.570737,15.77662212,8,Germany,3494.898811
Nissan,40.98614125,4.205444271,315.6775177,5216.436984,10.88044302,4,Japan,2958.057386
Honda,36.45482444,4.21853273,487.5258762,5167.844058,18.57394275,4,Japan,3534.41653
Toyota,17.40782271,5.283698576,293.6852557,2508.724757,13.40005984,8,USA,2877.056694
Nissan,16.96437341,2.68329639,125.4405746,3594.236897,11.75585115,6,USA,3949.816586
BMW,13.93582599,1.504448377,320.6751871,2680.610565,14.7000913,4,Japan,3733.543179
Audi,36.41210879,2.587818238,436.4384682,3018.882002,19.29205772,4,Germany,3146.785383
Chevrolet,40.57490649,2.371565519,498.7397137,3052.984699,16.91828442,8,Germany,3676.515276
Toyota,20.60185713,4.14733834,272.1372695,4224.945576,5.600196958,8,Japan,3112.983468
Nissan,10.83779844,4.034846399,228.119497,3645.643727,9.984648661,8,Germany,2611.915238
Honda,13.2868667,3.873845531,462.6613188,5790.931216,12.05817027,8,Japan,3560.15331
Mercedes,48.71440139,1.564973773,176.4968516,2505.480568,9.717763583,6,USA,3106.92075
Chevrolet,21.8177911,4.415112218,346.171566,5894.768539,15.50281341,4,Germany,3895.479725
Toyota,40.76892591,2.79412165,262.2857697,2922.554561,17.39403725,4,Germany,2959.841821
Honda,34.98654275,4.160223956,116.432946,5091.495746,15.97017643,4,USA,3764.999232
Audi,25.27758559,3.726313714,238.9153897,3355.879705,19.8399993,4,USA,3520.656768
Chevrolet,18.22749049,2.870923702,206.091409,2572.325582,9.088214718,6,Germany,3779.986924
Ford,14.85545673,2.038305068,374.4364616,5431.556741,18.12484243,4,Germany,2937.822816
Honda,34.60051872,1.877675591,479.5161991,3235.443597,16.49933998,6,Japan,3192.018105
Ford,40.98535123,4.826073332,207.218875,4635.421617,10.43268136,6,Japan,3734.693517
BMW,35.75617014,5.173590168,424.5863757,4265.77474,16.01186815,8,Germany,3465.728229
Toyota,31.21208533,4.099152187,122.1439268,3887.025238,6.561139346,8,Japan,3039.882849
Audi,11.67804894,1.913736459,315.248404,3983.277891,16.84000224,4,USA,3267.993439
Nissan,48.7395511,3.108108868,128.2200255,4928.951656,12.98495904,6,Japan,3994.147142
Toyota,41.94856767,4.4157568,473.6131965,2351.091656,9.384352591,8,Japan,3612.771993
Honda,21.71288147,4.619283536,406.5405122,4672.722648,14.83665953,6,Germany,3421.783979
Ford,49.19881317,1.972874489,363.1799645,5583.248406,14.62429998,8,Japan,3741.867071
Mercedes,34.07526359,1.500122875,429.5585526,2231.152788,8.142293341,6,Germany,3163.045508
Ford,33.29690633,4.348548184,359.0079182,2562.613357,5.455961222,4,Germany,3925.096007
Chevrolet,39.92292718,2.926384704,487.5777589,4866.527747,11.5043388,4,Germany,3328.031843
Toyota,42.47079152,2.517925326,385.5831791,3749.126593,13.54267804,6,USA,2990.308224
Toyota,36.25914429,1.551589879,469.8634438,3614.194483,18.14907918,8,Japan,2629.029966
Honda,15.12382985,3.661197627,306.8527568,2547.866538,18.92325193,8,Japan,3063.542829
Mercedes,23.53070024,4.904602942,146.8257652,4027.080163,12.93207827,4,Japan,3352.957566
Ford,47.12334561,5.330526585,311.2710886,2506.181245,16.30705226,4,Germany,3554.872208
Honda,18.98462447,3.762979802,150.7491312,3906.481825,11.58954908,4,USA,3812.675039
Honda,24.88668095,3.557845311,336.9973917,5054.461196,16.19123235,8,Germany,3915.941253
BMW,27.28307532,1.840225542,292.9972242,3033.057432,8.072022874,8,Japan,2653.680769
Ford,27.57619959,3.695491206,349.0301591,3923.144673,10.56597102,4,Germany,3401.357479
Honda,34.5175833,3.019916316,104.0187924,5968.063878,14.51341998,6,Germany,3499.884474
Ford,47.72303351,3.928541124,177.9361967,4746.601693,5.272369484,8,Japan,2758.095725
Honda,19.62770847,3.054905392,296.5321728,5365.427085,15.83691966,4,Germany,3318.40102
Mercedes,14.86005505,2.461196494,480.2014246,3659.390426,17.53303252,6,Germany,3002.250453
Nissan,17.89881959,1.879861101,253.4436161,5071.443693,10.98712492,8,USA,2616.125998
Mercedes,45.47699601,2.759673778,269.7488104,2162.036692,11.71913626,6,Germany,2598.798987
Mercedes,35.83243251,1.886579337,385.8784356,2491.64473,17.76923318,6,USA,3638.819471
Honda,21.43627157,2.207587803,341.5171029,2812.282372,16.63481953,8,Japan,3423.183178
Mercedes,42.63787756,5.449344634,219.57046,3607.807698,9.322242336,4,USA,3572.682517
Mercedes,44.45479985,3.276414228,264.3265582,5382.979513,9.859641598,6,Germany,3527.917232
Mercedes,43.86057355,3.627487066,187.0799195,3385.064203,15.18317349,4,Japan,2701.46845
Honda,46.75706135,4.994474115,486.4085837,4618.484774,13.44797139,8,Germany,2727.347885
Audi,20.08964081,5.482275602,152.2537526,4837.257179,7.433443566,6,Germany,2878.725586
Nissan,40.20167715,3.830857797,248.7347138,4344.729416,9.648948638,6,USA,3098.65088
Toyota,28.42157989,4.749895284,110.3355889,3428.967873,18.49974915,6,Germany,3908.764337
Ford,43.67994212,2.807764097,188.7117968,4308.213367,15.32261655,6,USA,3510.838542
Audi,39.13962709,2.72297583,412.1884554,3369.062371,19.78961477,6,Japan,2882.757902
Chevrolet,41.05789786,3.110814884,180.4700929,2335.494954,16.50518795,8,Japan,2583.976153
Nissan,36.24647351,4.190029051,132.025361,5971.215913,19.12961648,6,Germany,3526.335896
Audi,17.09715078,4.228766757,289.7812719,2508.729815,8.242828608,8,USA,3437.977706
Mercedes,31.80107676,2.760957739,103.9876939,2289.393535,16.57227312,4,Germany,3513.645128
Toyota,49.38678958,2.032839697,133.9064618,5514.122997,5.303262802,8,Germany,2891.769481
Honda,47.49552266,4.029585026,423.0503478,3207.338644,15.06140033,6,Germany,3275.444826
BMW,11.72694943,2.013303449,408.5893379,4601.187896,12.03923417,4,Germany,3042.554202
Toyota,16.59259263,3.813970033,466.0555282,3316.022919,10.20140108,8,USA,3726.548408
Nissan,15.26915094,4.273688512,441.8061744,3565.817083,17.93606528,8,Germany,2604.094993
BMW,39.0391964,4.302445986,373.2702253,3048.451888,17.81401539,8,Japan,2913.162684
Honda,42.71141319,4.513888443,120.9331429,3372.176023,5.334525573,6,USA,3404.430616
Toyota,18.54045465,4.991437686,413.1394472,3642.801602,14.14257684,6,Germany,2807.835666
Chevrolet,30.23410772,3.499835968,438.2043243,4881.664276,10.51748336,8,USA,3509.070154
Ford,43.62812112,4.420996758,419.6328583,4046.144777,11.23491502,8,Germany,2705.158755
Ford,39.31206179,3.976690941,303.3916141,5774.260869,17.48061109,4,Japan,2534.218438
Nissan,31.68948822,2.246559759,193.1607355,2167.521575,9.647596573,6,Japan,3795.241799
Audi,33.61390762,1.602758579,438.1319903,4012.273291,19.14573216,6,Japan,3000.166602
Honda,30.33442188,2.638165543,390.8651239,4336.899155,7.694507396,4,USA,2735.273475
Honda,21.90193805,3.272134825,492.3044698,5680.787944,14.94083635,8,Japan,2759.063539
Ford,32.60087971,3.968423778,162.2770391,2196.634094,15.08157601,8,Germany,3828.843091
Toyota,37.55541208,4.899837322,190.2658332,4293.99834,8.782927421,4,Germany,3481.647109
Honda,44.93291663,2.284982867,184.71926,5414.519714,9.871259135,8,Germany,3934.5194
Chevrolet,35.45165416,2.00219916,417.015907,2967.710912,17.52197739,8,USA,3700.060485
Chevrolet,40.44486148,5.35391979,174.7629186,5505.169394,16.42707882,4,USA,3651.314028
Honda,16.4028654,1.932178238,126.6639319,2076.173637,9.936438205,4,Japan,3249.730989
Honda,28.46229898,3.41396428,499.4243226,4929.818517,13.0093482,4,USA,3731.207348
Ford,10.37326479,3.842254915,109.9268846,5732.452885,5.925204444,8,Germany,3118.978808
Nissan,19.86715458,3.665497684,434.0976241,4628.790647,8.131188236,4,Germany,3740.500746
Ford,39.0584686,1.844128628,246.1467366,3756.116976,12.28730838,8,Germany,3636.611938
Nissan,49.67239805,1.728107656,436.6461839,2179.524066,6.289606029,6,USA,3517.657938
Mercedes,13.96712398,1.92193371,321.8481965,5680.455253,17.64998532,6,Germany,2994.574279
Chevrolet,26.05977263,3.842350735,460.6524918,3881.184891,15.77009315,4,Japan,3446.067456
Nissan,42.00283875,3.677379551,470.4771946,2115.986977,19.15450506,8,USA,3260.181437
Ford,18.16142539,2.434963168,103.6392725,4759.284285,15.40200359,8,Germany,3192.3143
Honda,32.20339797,4.051096567,130.1648704,3927.349014,19.10602058,8,Germany,3985.3695
Nissan,39.32285184,4.780270008,200.1434918,2497.38127,13.31768834,4,USA,3256.596745
Ford,34.63941801,1.666315839,367.7261665,2857.087237,14.00327917,8,USA,2547.979308
Chevrolet,17.52098938,3.492519774,455.3088786,2257.962722,19.65456582,8,Japan,3439.701804
BMW,24.21538275,4.257241648,283.9767805,4297.174159,14.6319372,8,USA,3592.016268
Mercedes,41.35167138,2.509247708,342.7892465,4488.117917,5.461798533,6,Germany,3827.775804
Nissan,32.16906057,2.731083621,175.3999411,4022.969193,15.85704165,8,Japan,3449.02709
Chevrolet,10.20918454,3.954551612,421.9867336,5268.408532,18.58203038,6,Germany,2529.185676
Chevrolet,40.4396304,5.091741174,486.9312445,5444.035285,16.93370375,8,Germany,2679.616504
Toyota,11.4124542,4.739697681,207.4395732,4462.497587,13.75749909,8,Germany,2741.860074
BMW,39.82935131,3.832520876,297.9303806,2051.025919,15.0695527,8,USA,2816.89203
Nissan,18.09922241,4.420886871,134.4464442,4780.918623,19.85287684,6,USA,3699.665346
Ford,48.3229392,2.959289881,323.6546626,3671.996868,6.359931328,8,Germany,2964.640075
Nissan,24.71763005,4.063862112,301.1133767,4262.229933,15.00867243,4,USA,2968.543484
Nissan,23.07726465,3.364726365,157.7745937,4596.322408,9.250965419,8,Germany,3633.381161
BMW,15.95552201,2.259744546,276.8264852,3400.946457,14.60135595,6,USA,3118.654862
Audi,22.22416862,4.306953096,233.6418608,5668.394021,14.11435364,6,USA,2596.959298
Chevrolet,45.06603047,3.725858549,308.7323501,2535.899467,7.301852482,4,USA,3377.689669
Chevrolet,49.85337351,2.934486328,334.2617342,4686.047229,8.101199686,4,Japan,2695.10153
Chevrolet,24.73238122,5.14535676,103.3982314,2017.43832,14.32444367,4,USA,3357.49642
Chevrolet,27.94442524,1.583736471,404.4023932,5698.604422,6.92344921,6,Japan,3669.457161
BMW,38.88283753,2.763092605,385.2057167,2450.016533,8.977713127,8,Japan,3894.234456
Ford,45.44783122,1.727525591,246.5145545,2379.536921,17.52868322,8,Japan,2600.57891
Honda,33.72177337,4.566109265,121.1743742,3332.030532,9.90637259,4,Germany,2955.949876
Toyota,25.66102793,4.308429816,401.9730159,3494.265144,12.32090234,4,USA,3478.695975
Audi,26.50487363,2.825408875,482.0700642,2857.200289,19.11710503,8,Germany,2973.179504
Audi,37.82472586,4.202651609,196.0606384,4340.486644,8.407236333,4,Japan,3176.538417
Mercedes,10.12873054,3.083748905,229.4098455,3771.656392,10.84439026,8,USA,2530.136294
Chevrolet,34.7835735,4.525015166,173.5251558,2136.702356,14.09686663,8,Germany,3540.247009
Mercedes,24.21972042,3.316734651,330.7744493,3278.608249,16.33008394,8,Japan,3824.920197
Chevrolet,41.76789325,3.149118911,161.9365579,5241.731654,18.5248008,8,Germany,3965.289472
Toyota,13.71962559,5.238919662,242.4775774,4758.806139,18.73209481,6,Germany,3745.800023
Chevrolet,33.52809068,2.5035164,378.8052056,4899.483414,16.64960112,8,USA,2547.664394
Honda,29.2389156,1.98178936,324.0463932,4792.467696,8.424962549,4,USA,3477.780952
Audi,35.69302104,3.838172453,254.5850257,3243.892086,5.372139951,4,Germany,3243.488869
Nissan,12.59414378,5.377287249,268.0998407,2398.655688,10.75660896,4,USA,3906.84324
Toyota,33.1993515,3.011356855,324.844353,3089.868736,7.123232765,4,USA,3853.208297
Audi,32.45938352,1.748147055,102.3458912,5327.141201,15.65581471,6,Germany,3982.069262
Ford,32.42640378,2.857221069,131.4039474,5921.883191,14.9169588,8,USA,3792.901336
Audi,34.13950666,3.523726617,452.5032271,3975.388059,5.659574624,8,USA,3320.338201
Toyota,37.05871749,2.147692027,131.1515956,2038.80142,17.54890669,4,Japan,3572.350773
Honda,42.19955999,4.132408872,382.7214385,2560.179249,8.731148994,4,USA,3947.015855
BMW,20.79282881,5.490997556,468.0152656,3288.322301,11.48340613,4,Japan,3367.175092
Ford,43.00197641,3.306957904,208.2734417,4314.341394,15.01900603,8,Germany,3759.968781
Nissan,29.93022729,2.918914227,248.1965748,2300.374583,11.4412818,6,Japan,3913.314814
Chevrolet,13.08233117,3.102816667,327.5685623,5773.429195,11.61931704,6,Germany,3355.806537
Toyota,12.34203717,1.960584714,452.6835879,3460.334693,5.98441993,6,USA,2738.731369
Ford,23.36953275,5.033094406,476.7622349,5650.336872,11.02165324,6,USA,2733.34509
Toyota,41.39587908,3.159302622,395.8252992,5122.087211,16.4727184,4,Japan,2672.975761
Nissan,38.30723739,3.049097646,134.6479043,5021.74909,18.72764506,8,Germany,3214.48477
Toyota,41.54459859,4.138761092,367.6616622,4426.878319,11.20245706,4,USA,3220.212367
Mercedes,30.69076226,3.268133684,264.1214887,4507.135268,11.3537874,6,Japan,3426.056783
Audi,27.60795992,4.092933875,288.2803998,4552.012941,15.53940659,4,Japan,3224.309221
Audi,15.89810107,1.745785161,119.6593561,4514.885548,19.14158002,6,Japan,3959.582523
Ford,23.12771014,4.754893375,176.4248557,4214.912926,9.005914104,8,USA,2936.966231
Honda,27.36077465,5.262015812,416.205443,5945.656074,11.6021631,6,Germany,3810.724938
BMW,13.54401719,4.095061545,281.5835332,4929.16227,16.93959865,4,USA,2650.495641
Ford,18.82447811,5.318263715,220.6648967,5107.785554,14.14540354,8,USA,3402.876517
Toyota,33.92901176,2.105729257,253.6076296,5489.85126,6.658795159,6,Germany,3472.487826
Nissan,39.42652457,3.409664758,441.7598053,2862.559051,14.41599103,6,Japan,3658.34519
Audi,49.93390046,3.907226936,399.599607,2335.216636,7.801194269,8,USA,3254.533319
Chevrolet,47.32453325,3.82694659,208.9261589,3931.577746,12.65323901,4,Japan,2795.839431
Chevrolet,35.70260798,3.105847116,147.0007361,4056.322782,12.93654901,8,Japan,3053.496419
Nissan,26.84992213,2.852337637,200.7992887,5316.72712,18.14305043,4,Germany,2908.242275
Toyota,35.44709459,2.00729609,468.3025804,3775.134317,11.93741411,6,Germany,3128.658273
BMW,41.42606472,3.066969802,332.6355351,4283.412102,9.191636334,6,Germany,3294.952462
Mercedes,14.73344764,2.15064326,313.3920835,4108.283754,8.464495223,8,Japan,3437.605437
Nissan,26.39619559,4.437462706,338.5574399,2152.811135,18.11377815,6,Japan,3767.682917
Toyota,43.59209143,2.335323742,246.4113063,4460.859586,7.565162816,8,USA,3865.015482
Ford,25.35331808,1.734261221,422.8428081,5312.173143,11.38802841,6,Japan,3193.871927
BMW,32.87489085,3.709464551,309.3144997,2630.002192,7.807596724,6,Germany,2633.007156
Mercedes,33.51077443,3.880918931,146.6991611,4377.326936,16.5995606,4,Germany,3695.597784
Mercedes,17.37905013,4.987652245,151.6260499,4374.442178,12.1155896,8,Germany,3215.736588
Honda,24.48941767,3.80792645,314.7436586,2656.739856,10.26715536,8,Germany,3319.669902
Toyota,23.38045155,2.881923415,474.6280872,2493.854295,10.41649461,6,Japan,3393.69121
Mercedes,11.04786834,4.712047526,223.3408487,5920.207772,17.7832131,4,Germany,3501.801638
Chevrolet,10.96767056,3.661115573,447.8164675,3574.876679,13.30660931,4,USA,3835.15129
Chevrolet,43.26788175,1.817121139,405.6382346,2909.686915,15.76801777,8,Japan,3928.219293
Audi,20.9228324,3.763402241,199.1249772,2685.298178,18.45557774,8,Germany,3910.253979
BMW,30.72315065,5.132074182,114.5362993,4670.406854,18.52612514,6,USA,3714.195478
Mercedes,21.94902294,3.085250502,140.7389061,4437.781189,9.927635815,8,Germany,3833.86338
Honda,47.6271698,2.685303208,391.3975735,4574.208492,19.28676895,6,Japan,2574.482153
Toyota,20.37187035,2.073877828,179.8678952,2352.02411,5.37313823,4,Japan,3773.669
Honda,27.18627251,2.105782088,248.5083682,5574.138334,10.65253342,8,USA,2608.397855
Audi,44.90921002,3.231085937,300.6796664,3557.065587,18.43698286,4,Japan,3619.290861
Ford,43.67734267,3.882719297,390.1872674,3253.477626,9.119553197,4,USA,2754.045432
Honda,17.44405671,1.822461621,145.2924893,3849.445789,9.096221755,6,Germany,3040.165669
Ford,42.10573239,5.258274356,262.5465621,3560.264263,9.539334276,4,Japan,2776.275519
Chevrolet,28.32747547,4.52053447,294.0291637,5454.308013,14.18470077,6,Germany,3165.192455
Ford,29.31875488,3.846495673,316.3308256,5717.043901,11.57499163,6,Germany,3117.621166
Toyota,15.3391989,4.813754684,427.3442566,3213.812866,15.90102255,4,Japan,2572.094266
BMW,13.22406055,1.820747027,168.671278,5455.74323,18.42365964,4,Germany,3745.746918
BMW,39.11757228,3.407355511,423.1325807,5126.092518,15.11299062,6,USA,3781.279744
Toyota,29.85844609,4.020372507,377.1513711,5723.230689,8.067000803,6,USA,3681.260866
Toyota,27.4740281,4.814611624,322.3483257,2983.001249,18.99022854,4,USA,3771.409905
Toyota,39.18032915,4.63387824,379.8111482,4307.8366,8.9673931,6,Japan,3626.318553
Nissan,40.62051596,2.608276999,264.8070956,3098.178339,7.24841443,6,Germany,3906.226668
Mercedes,16.35632671,5.263520678,155.3590344,5296.377962,6.349509183,8,Germany,3364.588375
Audi,34.40900598,1.997383366,366.3060961,2021.296762,13.45075611,8,Germany,3373.96382
Ford,15.41416329,5.000534474,309.8689227,4259.276652,6.706436937,8,Germany,3789.864863
Mercedes,40.05500344,5.383760998,355.7499202,3356.813725,7.081638262,8,USA,3024.12332
Toyota,36.27820625,2.208614093,235.1995124,3290.734828,9.500457209,8,Japan,2575.123531
BMW,48.26458484,4.388264257,462.7466309,4579.625295,9.224795145,6,USA,3624.783093
Honda,12.75832065,1.661142075,334.9479474,5405.937797,14.06359265,6,USA,2881.883769
Honda,12.28218885,3.121691301,134.1609937,4436.781566,17.25117919,8,Japan,3211.353718
Nissan,21.28748299,3.565133197,279.9215963,5412.691915,16.42024484,4,Japan,2860.659754
Mercedes,20.46822735,3.822580904,402.5424219,3058.388448,8.937266821,8,USA,3740.636278
Mercedes,19.87915196,5.243748993,417.6538247,4078.007419,8.67965747,4,Germany,3937.439448
Mercedes,46.25018322,4.189002749,297.8388211,3802.146156,19.48687295,6,Japan,2582.534655
Ford,19.98184799,3.425111805,457.8990283,2046.579598,5.123543624,4,Japan,2850.057447
Ford,20.87798905,4.738700145,207.0673749,4227.248573,18.195808,6,USA,2784.343186
Audi,40.3759305,5.302131284,264.2394789,4646.097297,7.995927787,4,Germany,3509.805269
Ford,27.9895937,1.588264595,459.4387642,4367.657618,19.20926485,6,Japan,3143.0176
BMW,41.06842228,5.430085089,458.5026866,4945.119595,10.13460927,6,USA,3184.392495
BMW,12.6146463,1.844528556,374.2851075,4285.358114,11.60527661,8,Japan,2735.618627
Mercedes,29.50284775,4.757547117,443.5922188,2267.001019,15.60680921,6,Germany,3122.101962
Audi,11.34454401,2.62133901,135.5093068,2465.782096,13.81503577,8,USA,2954.842421
Mercedes,12.50612814,2.028718631,445.9979905,4385.89831,9.769089946,8,USA,3416.786372
Nissan,46.25749813,3.259422559,228.2479626,3099.916768,13.30746374,8,Germany,2825.857343
Ford,15.56981484,4.075826318,171.332605,2318.580516,15.96060327,4,USA,3422.217012
Ford,31.29682729,3.02380738,195.7479345,3718.410974,5.635024189,4,Germany,3066.617788
Mercedes,26.4438241,1.718261633,267.1874032,4217.290392,5.167989579,6,USA,3019.441843
Mercedes,23.89373305,3.897844559,200.4768018,3314.983953,11.87100409,8,Germany,2958.334951
Toyota,45.99333383,5.109613104,228.2270344,4881.734809,6.977549267,8,Japan,3510.750241
Mercedes,10.87293587,3.032861464,153.9913944,4575.082432,14.96516437,6,Japan,3343.627608
Ford,36.55158745,2.365331111,218.4707062,3331.273444,8.210786843,8,Japan,3777.58255
BMW,48.53577737,3.270309384,328.9135258,5019.490116,11.4927666,6,USA,2862.415266
Toyota,32.40672734,1.693450844,276.7414832,4594.78017,7.965064053,8,Germany,2560.179369
Toyota,47.47289848,4.781950338,238.6875045,4549.781515,13.22725379,4,Germany,2773.035223
Ford,12.09031517,4.805363244,398.5808515,4213.710803,6.740801891,6,Japan,3015.034546
Honda,26.75173276,3.852001854,457.4039886,2045.558672,5.346602792,6,Japan,2769.482485
Chevrolet,20.40631164,2.912411556,402.7156892,4786.028734,5.766974572,4,Japan,2625.266016
Mercedes,39.2328386,4.699133458,232.8002808,3504.167164,19.31387662,6,Germany,3168.00771
BMW,49.25188362,3.718748099,397.7768671,5770.438841,7.134293279,4,Japan,3515.400496
Honda,20.2612025,4.803729234,160.792073,5271.939084,15.6271738,8,USA,3627.35615
Ford,36.16698406,4.02583517,152.1271952,4350.777878,6.018893063,4,Japan,3098.090987
Mercedes,17.92390531,4.637621893,238.2508148,3008.727927,6.622405284,4,Japan,3217.066892
Ford,32.61321018,3.894251973,423.0809476,2814.869573,12.63314377,6,Germany,3633.20574
Mercedes,28.55729947,3.156564273,198.5392989,3361.539351,11.97306395,8,USA,3029.061745
Mercedes,48.88021319,5.33178344,125.3013636,3906.271774,19.27370464,4,Germany,3677.149317
Honda,34.34109091,3.6644553,152.6838141,3184.26204,19.1725318,8,USA,3951.064098
Ford,23.98025488,3.920358074,443.4979874,4059.717982,16.69412964,4,USA,3820.720935
BMW,14.5638314,2.381950558,353.5133139,2661.481702,14.03152745,6,Japan,3180.393005
Audi,16.04987315,4.002603158,201.2804653,5910.851251,11.82440476,4,Japan,3369.277742
Mercedes,19.0126772,3.786430598,322.1183301,2431.69822,10.34267801,4,Germany,3574.63958
Toyota,20.03866645,2.239353592,311.031849,5727.776559,19.2063132,8,Germany,3023.950664
Nissan,44.02464231,1.738348389,362.1743914,5654.312046,14.04363217,4,Germany,3698.85715
Ford,32.44891153,3.917437279,193.2750218,4101.441927,13.68608792,6,USA,3155.375493
Ford,30.93563645,4.554769077,445.7611949,4899.641087,8.478516827,6,Germany,3770.262337
Honda,14.59075487,3.593605484,223.7474248,3744.193192,5.700467268,4,USA,2882.100842
Mercedes,44.40558773,2.407090501,377.6526616,4520.13831,19.1778287,4,USA,2517.067084
Toyota,38.91257213,4.166087907,106.4498585,3362.30375,9.706028883,8,USA,3449.032594
Honda,12.70673448,1.820422906,249.062852,3204.636079,11.63883535,8,USA,3177.833676
Audi,38.31340389,3.267334819,240.6839272,4312.919145,6.719599154,6,USA,2589.734676
Mercedes,31.74152869,2.153467034,317.3937714,3992.518697,17.55386495,8,Japan,3231.41853
BMW,13.26901383,2.237836204,129.0945047,4318.145477,5.414477493,4,USA,2752.854768
Honda,28.33202566,2.309175797,416.0525495,3146.642325,17.50986143,6,USA,3444.623744
Ford,29.38785149,3.046828228,187.1123207,3467.831327,7.104275192,8,Japan,3167.568366
Mercedes,16.63098161,1.704600822,370.815126,2335.591843,18.29846169,6,Japan,2756.687128
Toyota,47.82792588,3.091173764,421.2848493,2209.105489,15.94658956,4,Japan,3117.908421
BMW,43.99901486,3.546829788,324.7507825,3013.828519,7.470053938,8,Germany,2849.063212
Ford,36.76089349,3.43317714,396.3532827,2296.987437,13.48726989,4,Germany,3479.645171
BMW,28.49182244,3.031136402,364.7441249,2415.098835,9.689844715,4,USA,2942.715061
Ford,26.47062166,4.856586432,242.2119189,5251.713622,7.673496484,6,USA,3733.026025
Ford,36.03893869,2.08130677,423.5434156,2155.494788,17.88773299,6,USA,2521.244808
Ford,31.81727478,3.522786975,217.880548,4635.771176,11.0528415,6,USA,3105.126965
Mercedes,12.49092424,1.748165668,328.4851671,3090.230995,10.97815572,8,Japan,3425.620683
Nissan,30.50010595,1.784622716,398.1590957,5486.182723,7.548300122,8,Germany,2533.912427
Chevrolet,42.25614469,3.795463399,251.5823639,3939.969138,10.74598514,6,Japan,2823.762854
Toyota,28.3695951,3.7640737,221.107043,3222.305837,18.07425269,8,Germany,2991.129939
Audi,12.0782631,5.012134051,283.7384041,4070.555743,10.44693066,8,Japan,2532.766832
Nissan,41.45112798,3.731494703,427.1853977,3527.832076,19.27405344,6,USA,3320.036057
Chevrolet,18.05455129,5.339164082,471.9687053,4257.204259,19.19463349,4,Germany,3446.302584
BMW,20.3448334,1.694779394,318.0333651,2458.131473,7.17347989,8,USA,2841.283378
Chevrolet,16.58825414,1.892030739,364.5864821,5987.962011,7.659668803,8,Germany,3315.224091
Mercedes,23.20860259,1.676263446,461.3094489,3702.223511,17.94011105,4,Germany,3998.690334
